sample_index,elapsed_us,position_valid,axis1_from_left_mm,axis2_from_left_mm,axis3_from_left_mm,axis4_from_left_mm,axis5_from_left_mm,axis6_from_left_mm,axis7_from_left_mm,axis1_handle_valid,axis1_handle_linear_raw,axis1_handle_linear_filtered,axis1_handle_rotation_raw,axis1_handle_rotation_filtered,axis6_handle_valid,axis6_handle_linear_raw,axis6_handle_linear_filtered,axis6_handle_rotation_raw,axis6_handle_rotation_filtered
0,14248,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269985311,3.920266806,3.920266806
1,32439,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269787174,3.920266806,3.920266806
2,52294,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269675723,3.920266806,3.920266806
3,75365,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269613031,3.920266806,3.920266806
4,92134,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269577767,3.920266806,3.920266806
5,112434,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269566432,3.920266806,3.920266806
6,132366,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269546773,3.920266806,3.920266806
7,152332,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269540497,3.920266806,3.920266806
8,180314,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269536967,3.920266806,3.920266806
9,195498,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01777949472,0.01777949472,5.17508063,5.17508063,1,0.0008269532427,0.0008269535832,3.920266806,3.920266806
10,212446,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375155,0.01778562206,5.17508063,5.17508063,1,0.0008269532427,0.0008269534342,3.920266806,3.920266806
11,232345,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01778917914,5.17508063,5.17508063,1,0.0008269532427,0.0008269533505,3.920266806,3.920266806
12,252691,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779118,5.17508063,5.17508063,1,0.0008269532427,0.0008269533033,3.920266806,3.920266806
13,275066,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779266725,5.17508063,5.17508063,1,0.0008269532427,0.0008269532683,3.920266806,3.920266806
14,292821,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779314206,5.17508063,5.17508063,1,0.0008269532427,0.0008269532571,3.920266806,3.920266806
15,312200,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779329468,5.17508063,5.17508063,1,0.0008269532427,0.0008269532535,3.920266806,3.920266806
16,332312,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779355938,5.17508063,5.17508063,1,0.0008269532427,0.0008269532473,3.920266806,3.920266806
17,352428,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779364388,5.17508063,5.17508063,1,0.0008269532427,0.0008269532453,3.920266806,3.920266806
18,374596,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779369142,5.17508063,5.17508063,1,0.0008269532427,0.0008269532442,3.920266806,3.920266806
19,392264,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.0177937067,5.17508063,5.17508063,1,0.0008269532427,0.0008269532438,3.920266806,3.920266806
20,412347,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.0177937332,5.17508063,5.17508063,1,0.0008269532427,0.0008269532432,3.920266806,3.920266806
21,432346,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779374166,5.17508063,5.17508063,1,0.0008269532427,0.000826953243,3.920266806,3.920266806
22,452234,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779374438,5.17508063,5.17508063,1,0.0008269532427,0.0008269532429,3.920266806,3.920266806
23,475339,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779374909,5.17508063,5.17508063,1,0.0008269532427,0.0008269532428,3.920266806,3.920266806
24,491902,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.0177937506,5.17508063,5.17508063,1,0.0008269532427,0.0008269532428,3.920266806,3.920266806
25,512453,1,95.99996274,-0.0006387406872,280.0000464,0,430.0000658,580.4802524,0,1,0.01779375253,0.01779375108,5.17508063,5.17508063,1,0.0008269532427,0.0008269532428,3.920266806,3.920266806
