sample_index,elapsed_us,sample_valid,calibrated_valid,fn_1_raw_v,ft_1_raw_v,fn_1_zero_v,ft_1_zero_v,clean_force_n,clean_handle_torque_nm
0,9473,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
1,19209,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
2,26166,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
3,36444,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
4,47087,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
5,56129,1,1,-2.632,-3.239,-2.454,-3.094,-0.109369823,-0.000306102214
6,66193,1,1,-2.632,-3.239,-2.454,-3.094,-0.109369823,-0.000306102214
7,77350,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
8,86646,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
9,96868,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
10,110620,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
11,116784,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
12,128791,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
13,137453,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
14,146952,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
15,156736,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
16,167011,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
17,176590,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
18,187024,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
19,196895,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
20,207805,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
21,216354,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
22,226149,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
23,236211,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
24,246778,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
25,257083,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
26,267208,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
27,276166,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
28,286428,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
29,296190,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
30,313353,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
31,317136,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
32,326518,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
33,336895,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
34,346254,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
35,357060,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
36,366126,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
37,377316,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
38,387360,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
39,396739,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
40,409562,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
41,416151,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
42,426113,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
43,436964,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
44,446739,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
45,456137,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
46,467216,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
47,476127,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
48,486920,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
49,496188,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
50,507805,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
51,516390,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
52,526624,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
53,537017,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
54,546044,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
55,556208,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
56,566072,1,1,-2.631,-3.236,-2.454,-3.094,-0.1087553858,-0.0002997690647
57,576792,1,1,-2.631,-3.236,-2.454,-3.094,-0.1087553858,-0.0002997690647
58,587020,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
59,596725,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
60,607591,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
61,616777,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
62,626074,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
63,636182,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
64,646562,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
65,656517,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
66,666105,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
67,676232,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
68,687110,1,1,-2.631,-3.238,-2.454,-3.094,-0.1087553858,-0.0003039911642
69,696051,1,1,-2.63,-3.237,-2.454,-3.094,-0.1081409486,-0.0003018801145
70,708230,1,1,-2.63,-3.238,-2.454,-3.094,-0.1081409486,-0.0003039911642
71,717619,1,1,-2.63,-3.238,-2.454,-3.094,-0.1081409486,-0.0003039911642
72,727594,1,1,-2.63,-3.238,-2.454,-3.094,-0.1081409486,-0.0003039911642
73,736516,1,1,-2.631,-3.237,-2.454,-3.094,-0.1087553858,-0.0003018801145
74,747423,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
75,757339,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
76,766343,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
77,776317,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
78,786348,1,1,-2.63,-3.236,-2.454,-3.094,-0.1081409486,-0.0002997690647
