wall_time_iso,mono_ms,frame_idx,ch1,ch2
2026-04-12T08:28:44.432,1672.4343,0,-0.46585988,-0.001
2026-04-12T08:28:44.437,1677.2375,1,-0.46692964,-0.001
2026-04-12T08:28:44.445,1684.6797,2,-0.46585988,0.0
2026-04-12T08:28:44.456,1695.8158999999998,3,-0.46585988,-0.001
2026-04-12T08:28:44.468,1707.8007,4,-0.46692964,0.0
2026-04-12T08:28:44.478,1717.4575,5,-0.46585988,-0.001
2026-04-12T08:28:44.482,1721.1191,6,-0.46692964,0.0
2026-04-12T08:28:44.485,1724.6543000000001,7,-0.46585988,-0.001
2026-04-12T08:28:44.492,1732.5122,8,-0.46585988,0.0
2026-04-12T08:28:44.501,1741.1181,9,-0.46585988,0.0
2026-04-12T08:28:44.506,1745.5436,10,-0.46585988,0.0
2026-04-12T08:28:44.508,1747.6700999999998,11,-0.46585988,-0.001
2026-04-12T08:28:44.517,1756.9265,12,-0.46585988,-0.001
2026-04-12T08:28:44.523,1763.1765,13,-0.46585988,-0.001
2026-04-12T08:28:44.527,1766.8441,14,-0.46692964,0.0
2026-04-12T08:28:44.531,1770.0655000000002,15,-0.46692964,-0.001
2026-04-12T08:28:44.537,1777.0106,16,-0.46585988,-0.001
2026-04-12T08:28:44.539,1779.1091000000001,17,-0.46585988,-0.001
2026-04-12T08:28:44.545,1784.6297,18,-0.46585988,0.0
2026-04-12T08:28:44.547,1787.0936,19,-0.46692964,0.0
2026-04-12T08:28:44.549,1789.8845000000001,20,-0.46585988,-0.001
2026-04-12T08:28:44.555,1795.7388999999998,21,-0.46585988,-0.001
2026-04-12T08:28:44.562,1801.6176,22,-0.46585988,-0.001
2026-04-12T08:28:44.566,1805.5657,23,-0.46692964,0.0
2026-04-12T08:28:44.568,1807.9962,24,-0.46585988,-0.001
2026-04-12T08:28:44.570,1810.4355,25,-0.46585988,-0.001
2026-04-12T08:28:44.573,1813.3566,26,-0.46585988,0.0
2026-04-12T08:28:44.575,1815.9235,27,-0.46585988,-0.001
2026-04-12T08:28:44.592,1831.6308999999999,28,-0.46585988,-0.001
2026-04-12T08:28:44.602,1842.037,29,-0.46585988,-0.001
2026-04-12T08:28:44.614,1854.7161999999998,30,-0.46585988,0.0
2026-04-12T08:28:44.618,1858.2999,31,-0.46585988,0.0
2026-04-12T08:28:44.622,1861.5634,32,-0.46585988,-0.001
2026-04-12T08:28:44.628,1868.2293000000002,33,-0.47227843999999997,0.0
2026-04-12T08:28:44.636,1876.6290000000001,34,-0.47120867999999994,0.0
2026-04-12T08:28:44.640,1880.6987,35,-0.47120867999999994,0.0
2026-04-12T08:28:44.644,1884.6069,36,-0.47227843999999997,0.0
2026-04-12T08:28:44.652,1891.9338,37,-0.47120867999999994,-0.001
2026-04-12T08:28:44.656,1895.4668,38,-0.47120867999999994,0.0
2026-04-12T08:28:44.660,1900.0923,39,-0.47120867999999994,-0.001
2026-04-12T08:28:44.663,1903.0449,40,-0.47120867999999994,-0.001
2026-04-12T08:28:44.672,1911.4687,41,-0.47227843999999997,-0.001
2026-04-12T08:28:44.674,1913.9074,42,-0.47120867999999994,0.0
2026-04-12T08:28:44.686,1925.4224,43,-0.47227843999999997,-0.001
2026-04-12T08:28:44.689,1928.3797,44,-0.47227843999999997,-0.001
2026-04-12T08:28:44.691,1930.6466,45,-0.47227843999999997,-0.001
2026-04-12T08:28:44.693,1933.1737,46,-0.47227843999999997,-0.001
2026-04-12T08:28:44.701,1941.2677,47,-0.47227843999999997,-0.001
2026-04-12T08:28:44.709,1948.5924,48,-0.47227843999999997,-0.001
2026-04-12T08:28:44.732,1972.5040000000001,49,-0.47227843999999997,0.0
2026-04-12T08:28:44.742,1982.0394,50,-0.47227843999999997,-0.001
2026-04-12T08:28:44.745,1984.9950999999999,51,-0.47227843999999997,-0.001
2026-04-12T08:28:44.748,1988.1705000000002,52,-0.47120867999999994,-0.001
2026-04-12T08:28:44.752,1991.8475,53,-0.47120867999999994,0.0
2026-04-12T08:28:44.760,1999.8566,54,-0.47227843999999997,-0.001
2026-04-12T08:28:44.768,2008.6010999999999,55,-0.47227843999999997,-0.001
2026-04-12T08:28:44.776,2015.8556,56,-0.47120867999999994,-0.001
2026-04-12T08:28:44.779,2018.3564999999999,57,-0.47120867999999994,0.0
2026-04-12T08:28:44.786,2025.4916999999998,58,-0.47120867999999994,-0.001
2026-04-12T08:28:44.789,2029.029,59,-0.47227843999999997,-0.001
2026-04-12T08:28:44.796,2036.4692,60,-0.47227843999999997,-0.001
2026-04-12T08:28:44.803,2042.1915,61,-0.47227843999999997,0.0
2026-04-12T08:28:44.806,2045.2034999999998,62,-0.47227843999999997,-0.001
2026-04-12T08:28:44.808,2047.2912000000001,63,-0.47120867999999994,0.0
2026-04-12T08:28:44.812,2051.1115,64,-0.47227843999999997,-0.001
2026-04-12T08:28:44.814,2053.4143,65,-0.47120867999999994,0.0
2026-04-12T08:28:44.817,2056.7725,66,-0.47227843999999997,0.0
2026-04-12T08:28:44.819,2058.8981,67,-0.47227843999999997,-0.001
2026-04-12T08:28:44.826,2066.5555000000004,68,-0.47120867999999994,-0.001
2026-04-12T08:28:44.829,2069.9505,69,-0.47120867999999994,-0.001
2026-04-12T08:28:44.832,2072.425,70,-0.47227843999999997,-0.001
2026-04-12T08:28:44.835,2074.9644,71,-0.47120867999999994,-0.001
2026-04-12T08:28:44.839,2078.5987,72,-0.47120867999999994,-0.001
2026-04-12T08:28:44.841,2081.2091,73,-0.47120867999999994,0.0
2026-04-12T08:28:44.844,2084.0651000000003,74,-0.47120867999999994,-0.001
2026-04-12T08:28:44.846,2086.9376,75,-0.47120867999999994,0.0
2026-04-12T08:28:44.849,2089.3972,76,-0.47227843999999997,0.0
2026-04-12T08:28:44.852,2092.6502,77,-0.47120867999999994,0.0
2026-04-12T08:28:44.855,2094.8673000000003,78,-0.47227843999999997,-0.001
2026-04-12T08:28:44.858,2097.5579,79,-0.46692964,0.0
2026-04-12T08:28:44.860,2100.3545,80,-0.46692964,0.0
2026-04-12T08:28:44.864,2103.5477,81,-0.46585988,-0.001
2026-04-12T08:28:44.866,2105.884,82,-0.46585988,0.0
2026-04-12T08:28:44.871,2111.8729,83,-0.46585988,-0.001
2026-04-12T08:28:44.885,2124.0801,84,-0.46585988,-0.001
2026-04-12T08:28:44.899,2139.8878,85,-0.46692964,0.0
2026-04-12T08:28:44.909,2149.5989999999997,86,-0.46585988,-0.001
2026-04-12T08:28:44.913,2153.2122,87,-0.46585988,-0.001
2026-04-12T08:28:44.915,2155.4053999999996,88,-0.46585988,0.0
2026-04-12T08:28:44.918,2158.8313000000003,89,-0.46585988,0.0
2026-04-12T08:28:44.923,2163.8516999999997,90,-0.46585988,0.0
2026-04-12T08:28:44.938,2178.6122,91,-0.46585988,0.0
2026-04-12T08:28:44.942,2181.7473999999997,92,-0.46585988,-0.001
2026-04-12T08:28:44.945,2184.9458,93,-0.46585988,0.0
2026-04-12T08:28:44.954,2194.3643,94,-0.47120867999999994,0.0
2026-04-12T08:28:44.958,2198.2967000000003,95,-0.46585988,0.0
2026-04-12T08:28:44.963,2203.3626000000004,96,-0.46692964,0.0
2026-04-12T08:28:44.966,2206.787,97,-0.46585988,0.0
2026-04-12T08:28:44.971,2211.088,98,-0.46585988,0.0
2026-04-12T08:28:44.979,2219.0899,99,-0.46585988,0.0
2026-04-12T08:28:44.982,2222.5195000000003,100,-0.46585988,0.0
2026-04-12T08:28:44.985,2225.1387999999997,101,-0.46585988,0.0
2026-04-12T08:28:44.988,2228.669,102,-0.46585988,-0.001
2026-04-12T08:28:44.991,2231.2515,103,-0.46585988,-0.001
2026-04-12T08:28:44.994,2234.0612,104,-0.46692964,0.0
2026-04-12T08:28:44.997,2236.8522,105,-0.46585988,0.0
2026-04-12T08:28:45.002,2241.4846000000002,106,-0.46585988,0.0
2026-04-12T08:28:45.004,2244.0943,107,-0.46585988,0.0
2026-04-12T08:28:45.008,2248.2316,108,-0.46692964,-0.001
2026-04-12T08:28:45.028,2268.176,109,-0.46585988,0.0
2026-04-12T08:28:45.042,2281.9323,110,-0.46585988,0.0
2026-04-12T08:28:45.047,2287.0935,111,-0.46585988,-0.001
2026-04-12T08:28:45.049,2289.61,112,-0.46692964,-0.001
2026-04-12T08:28:45.052,2291.9792,113,-0.46692964,0.0
2026-04-12T08:28:45.056,2295.9604,114,-0.46692964,0.0
2026-04-12T08:28:45.060,2300.1247,115,-0.46585988,-0.001
2026-04-12T08:28:45.069,2308.7353,116,-0.46585988,0.0
2026-04-12T08:28:45.077,2316.4877,117,-0.46585988,-0.001
2026-04-12T08:28:45.080,2319.5598999999997,118,-0.46585988,0.0
2026-04-12T08:28:45.083,2322.6267,119,-0.46585988,-0.001
2026-04-12T08:28:45.086,2325.8344,120,-0.46692964,0.0
2026-04-12T08:28:45.095,2334.9738,121,-0.46692964,0.0
2026-04-12T08:28:45.101,2341.3968,122,-0.46585988,-0.001
2026-04-12T08:28:45.104,2343.5287,123,-0.46692964,0.0
2026-04-12T08:28:45.108,2347.8572999999997,124,-0.46585988,-0.001
2026-04-12T08:28:45.110,2350.3894999999998,125,-0.46585988,-0.001
2026-04-12T08:28:45.120,2359.9615,126,-0.46585988,0.0
2026-04-12T08:28:45.125,2365.096,127,-0.46585988,0.0
2026-04-12T08:28:45.128,2367.6811,128,-0.46692964,0.0
2026-04-12T08:28:45.131,2370.6517,129,-0.46585988,0.0
2026-04-12T08:28:45.134,2373.1758,130,-0.46585988,-0.001
2026-04-12T08:28:45.136,2375.692,131,-0.46585988,0.0
2026-04-12T08:28:45.139,2378.7374,132,-0.46692964,0.0
2026-04-12T08:28:45.142,2381.6908,133,-0.46585988,0.0
2026-04-12T08:28:45.145,2384.7076,134,-0.46585988,0.0
2026-04-12T08:28:45.148,2387.6659,135,-0.46585988,0.0
2026-04-12T08:28:45.150,2389.9605,136,-0.46585988,-0.001
2026-04-12T08:28:45.156,2396.4202999999998,137,-0.46585988,0.0
2026-04-12T08:28:45.182,2421.6567,138,-0.46585988,-0.001
2026-04-12T08:28:45.192,2432.0423,139,-0.46585988,0.0
2026-04-12T08:28:45.196,2435.9505,140,-0.46585988,-0.001
2026-04-12T08:28:45.200,2439.5939000000003,141,-0.46585988,-0.001
2026-04-12T08:28:45.203,2443.3121,142,-0.46692964,-0.001
2026-04-12T08:28:45.212,2451.7690000000002,143,-0.46585988,0.0
2026-04-12T08:28:45.219,2458.3577,144,-0.46585988,-0.001
2026-04-12T08:28:45.225,2464.5478000000003,145,-0.46692964,-0.001
2026-04-12T08:28:45.227,2467.9311,146,-0.46692964,0.0
2026-04-12T08:28:45.236,2476.4965,147,-0.46585988,-0.001
2026-04-12T08:28:45.243,2483.0043,148,-0.46585988,0.0
2026-04-12T08:28:45.245,2485.7155,149,-0.46585988,-0.001
2026-04-12T08:28:45.249,2489.7993,150,-0.46585988,-0.001
2026-04-12T08:28:45.252,2492.1681000000003,151,-0.46585988,-0.001
2026-04-12T08:28:45.255,2495.2262,152,-0.46692964,0.0
2026-04-12T08:28:45.263,2503.5903,153,-0.46585988,-0.001
2026-04-12T08:28:45.268,2508.213,154,-0.46585988,-0.001
2026-04-12T08:28:45.270,2510.6248,155,-0.46479012,0.0
2026-04-12T08:28:45.273,2513.2949999999996,156,-0.46585988,0.0
2026-04-12T08:28:45.276,2516.0885999999996,157,-0.46585988,-0.001
2026-04-12T08:28:45.278,2518.7518999999998,158,-0.46692964,0.0
2026-04-12T08:28:45.281,2521.5733999999998,159,-0.46585988,-0.001
2026-04-12T08:28:45.287,2526.7431,160,-0.46585988,0.0
2026-04-12T08:28:45.289,2529.1656,161,-0.46585988,-0.001
2026-04-12T08:28:45.305,2545.2922,162,-0.46585988,-0.001
2026-04-12T08:28:45.321,2561.2865,163,-0.46585988,0.0
2026-04-12T08:28:45.340,2580.1237,164,-0.46585988,-0.001
2026-04-12T08:28:45.344,2583.9642,165,-0.46585988,-0.001
2026-04-12T08:28:45.353,2593.6322,166,-0.46585988,-0.001
2026-04-12T08:28:45.358,2598.2299000000003,167,-0.46585988,0.0
2026-04-12T08:28:45.370,2610.1532,168,-0.46585988,-0.001
2026-04-12T08:28:45.374,2613.6778,169,-0.46585988,-0.001
2026-04-12T08:28:45.379,2618.463,170,-0.46692964,0.0
2026-04-12T08:28:45.382,2621.8061000000002,171,-0.46692964,0.0
2026-04-12T08:28:45.385,2625.1944,172,-0.46585988,-0.001
2026-04-12T08:28:45.388,2628.5696000000003,173,-0.46692964,0.0
2026-04-12T08:28:45.393,2632.7119,174,-0.46585988,0.0
2026-04-12T08:28:45.403,2643.2916,175,-0.46585988,0.0
2026-04-12T08:28:45.406,2645.6868,176,-0.46585988,0.0
2026-04-12T08:28:45.410,2649.7311,177,-0.46692964,-0.001
2026-04-12T08:28:45.413,2653.5631,178,-0.46692964,-0.001
2026-04-12T08:28:45.421,2661.3193,179,-0.46692964,-0.001
2026-04-12T08:28:45.428,2667.8221999999996,180,-0.46692964,0.0
2026-04-12T08:28:45.431,2670.6815,181,-0.46585988,0.0
