tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,fn_1_raw_v,ft_1_raw_v,fn_1_zero_v,ft_1_zero_v
26956515,0.0000,0.0000,0.001000,-0.151000,0.000000,0.000000
26956515,0.0000,0.0000,0.001000,-0.151000,0.000000,0.000000
26956515,0.0000,0.0000,0.001000,-0.151000,0.000000,0.000000
26956515,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956531,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956531,-62.4588,493.6846,-0.001000,-0.151000,0.000000,0.000000
26956531,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956531,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956531,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956531,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956531,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956546,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956546,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956546,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956546,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956546,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956546,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956562,-62.4588,493.6846,-0.001000,-0.151000,0.000000,0.000000
26956562,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956562,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956562,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956562,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956562,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956578,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956578,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956578,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956578,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956578,-62.4588,493.6846,0.001000,-0.152000,0.000000,0.000000
26956578,-62.4588,493.6846,-0.001000,-0.151000,0.000000,0.000000
26956593,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956593,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956593,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956593,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956593,-62.4588,493.6846,0.000000,-0.152000,0.000000,0.000000
26956593,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956609,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956609,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956609,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956609,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956609,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956609,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956625,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956625,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956625,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956625,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956625,-62.4588,493.6846,0.001000,-0.151000,0.000000,0.000000
26956625,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
26956640,-62.4588,493.6846,-0.001000,-0.152000,0.000000,0.000000
26956640,-62.4588,493.6846,0.000000,-0.151000,0.000000,0.000000
