timestamp,ft_1_value,fn_1_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-10 10:19:00.962,-4.425000,-0.098000,0,0,0,0
2026-04-10 10:19:00.962,-4.425000,-0.099000,0,0,0,0
2026-04-10 10:19:00.962,-4.424000,-0.098000,0,0,0,0
2026-04-10 10:19:00.962,-4.424000,-0.098000,0,0,0,0
2026-04-10 10:19:00.962,-4.425000,-0.098000,0,0,0,0
2026-04-10 10:19:00.962,-4.425000,-0.099000,0,0,0,0
2026-04-10 10:19:00.962,-4.424000,-0.098000,0,0,0,0
2026-04-10 10:19:01.000,-4.424000,-0.099000,0,0,0,0
2026-04-10 10:19:01.000,-4.424000,-0.099000,0,0,0,0
2026-04-10 10:19:01.045,-4.424000,-0.099000,0,0,0,0
2026-04-10 10:19:01.045,-4.424000,-0.099000,0,0,0,0
2026-04-10 10:19:01.045,-4.424000,-0.098000,0,0,0,0
2026-04-10 10:19:01.078,-4.425000,-0.098000,0,0,0,0
2026-04-10 10:19:01.078,-4.424000,-0.098000,0,0,0,0
2026-04-10 10:19:01.120,-4.425000,-0.098000,0,0,0,0
2026-04-10 10:19:01.120,-4.424000,-0.098000,0,0,0,0
2026-04-10 10:19:01.120,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.152,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.152,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.181,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.181,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.209,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.209,-4.404000,-0.099000,0,0,0,0
2026-04-10 10:19:01.241,-4.403000,-0.099000,0,0,0,0
2026-04-10 10:19:01.241,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.274,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.274,-4.404000,-0.099000,0,0,0,0
2026-04-10 10:19:01.301,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.301,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.350,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.350,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.350,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.389,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.389,-4.403000,-0.099000,0,0,0,0
2026-04-10 10:19:01.428,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.428,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.428,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.471,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.471,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.507,-4.403000,-0.098000,0,0,0,0
2026-04-10 10:19:01.507,-4.404000,-0.098000,0,0,0,0
2026-04-10 10:19:01.507,-4.383000,-0.098000,0,0,0,0
2026-04-10 10:19:01.554,-4.383000,-0.099000,0,0,0,0
2026-04-10 10:19:01.554,-4.383000,-0.098000,0,0,0,0
