timestamp,ft_1_value,fn_1_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-10 10:18:45.265,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.265,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.265,-2.543000,-0.001000,0,0,0,0
2026-04-10 10:18:45.265,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.265,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.265,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.297,-2.543000,-0.001000,0,0,0,0
2026-04-10 10:18:45.297,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.342,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.342,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.342,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.376,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.376,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.431,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.431,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.431,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.431,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.465,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.465,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.498,-2.543000,0.000000,0,0,0,0
2026-04-10 10:18:45.498,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.528,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.528,-2.543000,-0.001000,0,0,0,0
2026-04-10 10:18:45.557,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.557,-2.543000,-0.001000,0,0,0,0
2026-04-10 10:18:45.598,-2.544000,0.001000,0,0,0,0
2026-04-10 10:18:45.598,-2.543000,0.000000,0,0,0,0
2026-04-10 10:18:45.628,-2.543000,0.000000,0,0,0,0
2026-04-10 10:18:45.628,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.662,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.662,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.662,-2.543000,0.000000,0,0,0,0
2026-04-10 10:18:45.698,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.698,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.741,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.741,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.741,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.782,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.782,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.812,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.812,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.844,-2.544000,-0.002000,0,0,0,0
2026-04-10 10:18:45.844,-2.543000,-0.001000,0,0,0,0
2026-04-10 10:18:45.874,-2.543000,-0.002000,0,0,0,0
2026-04-10 10:18:45.874,-2.544000,0.000000,0,0,0,0
2026-04-10 10:18:45.907,-2.543000,-0.001000,0,0,0,0
2026-04-10 10:18:45.907,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.957,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.957,-2.544000,-0.001000,0,0,0,0
2026-04-10 10:18:45.957,-2.543000,0.000000,0,0,0,0
2026-04-10 10:18:45.988,-2.544000,-0.002000,0,0,0,0
