tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,axis6_pos_abs_mm,axis7_pos_abs_mm,ain0_raw_v,ain1_raw_v
2309562,0.0000,0.0000,0.0000,0.0000,-0.539000,0.176000
2309562,0.0000,0.0000,0.0000,0.0000,-0.539000,0.176000
2309562,0.0000,0.0000,0.0000,0.0000,-0.539000,0.176000
2309562,0.0000,0.0000,0.0000,0.0000,-0.539000,0.175000
2309578,0.0000,0.0000,0.0000,0.0000,-0.539000,0.175000
2309578,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309578,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309578,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309578,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309578,80.6517,11.1198,0.0071,0.0000,-0.538000,0.175000
2309593,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309593,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309593,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309593,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309593,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309593,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309609,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309609,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309609,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309609,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309609,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309609,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309609,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309625,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309625,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309625,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309625,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309625,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309625,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309640,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309640,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309640,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309640,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309640,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309640,80.6517,11.1198,0.0071,0.0000,-0.538000,0.175000
2309656,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309656,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309656,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309656,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309656,80.6517,11.1198,0.0071,0.0000,-0.538000,0.175000
2309656,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309671,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309671,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309671,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309671,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309671,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309671,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309687,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309687,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309687,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309687,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309687,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309687,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309703,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309703,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309703,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309703,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309703,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309703,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309703,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309718,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309718,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309718,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309718,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309718,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309718,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309734,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309734,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309734,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309734,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309734,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309734,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309750,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309750,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309750,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309750,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309750,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309750,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309765,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309765,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309765,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309765,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309765,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309765,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309781,80.6517,11.1198,0.0071,0.0000,-0.538000,0.176000
2309781,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309781,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309781,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309781,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309781,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309781,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309796,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309796,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309796,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309796,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309796,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309796,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309812,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309812,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309812,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309812,80.6517,11.1198,0.0071,0.0000,-0.539000,0.176000
2309812,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
2309812,80.6517,11.1198,0.0071,0.0000,-0.539000,0.175000
