timestamp,ft_1_value,fn_1_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-10 10:16:37.994,-2.043000,-0.078000,0,0,0,0
2026-04-10 10:16:37.994,-2.043000,-0.077000,0,0,0,0
2026-04-10 10:16:37.994,-2.043000,-0.077000,0,0,0,0
2026-04-10 10:16:37.994,-2.043000,-0.077000,0,0,0,0
2026-04-10 10:16:37.994,-2.043000,-0.077000,0,0,0,0
2026-04-10 10:16:38.027,-2.043000,-0.076000,0,0,0,0
2026-04-10 10:16:38.027,-2.043000,-0.078000,0,0,0,0
2026-04-10 10:16:38.063,-2.043000,-0.088000,0,0,0,0
2026-04-10 10:16:38.063,-2.063000,-0.098000,0,0,0,0
2026-04-10 10:16:38.103,-2.063000,-0.117000,0,0,0,0
2026-04-10 10:16:38.103,-2.063000,-0.143000,0,0,0,0
2026-04-10 10:16:38.103,-2.102000,-0.157000,0,0,0,0
2026-04-10 10:16:38.151,-2.164000,-0.167000,0,0,0,0
2026-04-10 10:16:38.151,-2.242000,-0.177000,0,0,0,0
2026-04-10 10:16:38.151,-2.343000,-0.177000,0,0,0,0
2026-04-10 10:16:38.196,-2.464000,-0.177000,0,0,0,0
2026-04-10 10:16:38.196,-2.603000,-0.172000,0,0,0,0
2026-04-10 10:16:38.196,-2.744000,-0.177000,0,0,0,0
2026-04-10 10:16:38.242,-2.904000,-0.177000,0,0,0,0
2026-04-10 10:16:38.242,-3.064000,-0.182000,0,0,0,0
2026-04-10 10:16:38.242,-3.224000,-0.188000,0,0,0,0
2026-04-10 10:16:38.286,-3.364000,-0.193000,0,0,0,0
2026-04-10 10:16:38.286,-3.503000,-0.193000,0,0,0,0
2026-04-10 10:16:38.286,-3.624000,-0.193000,0,0,0,0
2026-04-10 10:16:38.323,-3.704000,-0.193000,0,0,0,0
2026-04-10 10:16:38.323,-3.784000,-0.192000,0,0,0,0
2026-04-10 10:16:38.372,-3.824000,-0.193000,0,0,0,0
2026-04-10 10:16:38.372,-3.845000,-0.193000,0,0,0,0
2026-04-10 10:16:38.372,-3.844000,-0.193000,0,0,0,0
2026-04-10 10:16:38.411,-3.864000,-0.194000,0,0,0,0
2026-04-10 10:16:38.411,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.411,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.450,-3.864000,-0.196000,0,0,0,0
2026-04-10 10:16:38.450,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.491,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.491,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.491,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.529,-3.863000,-0.196000,0,0,0,0
2026-04-10 10:16:38.529,-3.863000,-0.196000,0,0,0,0
2026-04-10 10:16:38.572,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.572,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.572,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.613,-3.863000,-0.197000,0,0,0,0
2026-04-10 10:16:38.613,-3.863000,-0.197000,0,0,0,0
2026-04-10 10:16:38.613,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.651,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.651,-3.863000,-0.197000,0,0,0,0
2026-04-10 10:16:38.689,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.689,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.722,-3.863000,-0.196000,0,0,0,0
2026-04-10 10:16:38.722,-3.863000,-0.197000,0,0,0,0
2026-04-10 10:16:38.780,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.780,-3.864000,-0.196000,0,0,0,0
2026-04-10 10:16:38.780,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.780,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.811,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.811,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.840,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.840,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.871,-3.864000,-0.198000,0,0,0,0
2026-04-10 10:16:38.871,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.911,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.911,-3.863000,-0.197000,0,0,0,0
2026-04-10 10:16:38.911,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.949,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.949,-3.864000,-0.198000,0,0,0,0
2026-04-10 10:16:38.982,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:38.982,-3.863000,-0.197000,0,0,0,0
2026-04-10 10:16:39.016,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.016,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.047,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.047,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.076,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.076,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.111,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.111,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.141,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.141,-3.864000,-0.197000,0,0,0,0
2026-04-10 10:16:39.171,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.171,-3.863000,-0.202000,0,0,0,0
2026-04-10 10:16:39.203,-3.863000,-0.202000,0,0,0,0
2026-04-10 10:16:39.203,-3.864000,-0.203000,0,0,0,0
2026-04-10 10:16:39.254,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.254,-3.863000,-0.203000,0,0,0,0
2026-04-10 10:16:39.254,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.295,-3.863000,-0.202000,0,0,0,0
2026-04-10 10:16:39.295,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.295,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.325,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.325,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.356,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.356,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.387,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.387,-3.864000,-0.202000,0,0,0,0
2026-04-10 10:16:39.416,-3.844000,-0.202000,0,0,0,0
2026-04-10 10:16:39.416,-3.844000,-0.202000,0,0,0,0
2026-04-10 10:16:39.456,-3.844000,-0.202000,0,0,-1,-1
2026-04-10 10:16:39.456,-3.844000,-0.202000,0,0,-1,-1
2026-04-10 10:16:39.486,-3.845000,-0.203000,0,0,-1,0
2026-04-10 10:16:39.486,-3.845000,-0.202000,0,0,-1,0
2026-04-10 10:16:39.517,-3.845000,-0.202000,0,0,-1,1
2026-04-10 10:16:39.517,-3.844000,-0.202000,0,0,-1,1
2026-04-10 10:16:39.547,-3.844000,-0.203000,0,0,-1,1
2026-04-10 10:16:39.547,-3.845000,-0.202000,0,0,-1,1
2026-04-10 10:16:39.576,-3.846000,-0.202000,0,0,-1,1
