tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,axis6_pos_abs_mm,axis7_pos_abs_mm,ain0_raw_v,ain1_raw_v
3383203,0.0000,0.0000,0.0000,0.0000,0.001000,0.499000
3383203,0.0000,0.0000,0.0000,0.0000,0.001000,0.499000
3383203,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383218,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383218,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383218,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383218,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383218,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383218,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383218,42.3216,-789.5985,2.7321,0.0000,0.001000,0.500000
3383234,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383234,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383234,42.3216,-789.5985,2.7321,0.0000,0.001000,0.500000
3383234,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383234,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383234,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383250,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383250,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383250,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383250,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383250,42.3216,-789.5985,2.7321,0.0000,0.000000,0.500000
3383250,42.3216,-789.5985,2.7321,0.0000,0.000000,0.498000
3383265,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383265,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383281,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383281,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383281,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383296,42.3216,-789.5985,2.7321,0.0000,0.000000,0.500000
3383296,42.3216,-789.5985,2.7321,0.0000,0.001000,0.498000
3383296,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383296,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383296,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383296,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383312,42.3216,-789.5985,2.7321,0.0000,0.000000,0.498000
3383312,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383312,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383312,42.3216,-789.5985,2.7321,0.0000,0.000000,0.500000
3383312,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383312,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383328,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383328,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383328,42.3216,-789.5985,2.7321,0.0000,0.000000,0.498000
3383328,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383328,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383328,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383343,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383343,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383343,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383343,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383343,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383343,42.3216,-789.5985,2.7321,0.0000,0.002000,0.498000
3383359,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383359,42.3216,-789.5985,2.7321,0.0000,0.001000,0.500000
3383359,42.3216,-789.5985,2.7321,0.0000,0.001000,0.500000
3383359,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383359,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383359,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383375,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383375,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383375,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383375,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383375,42.3216,-789.5985,2.7321,0.0000,0.000000,0.499000
3383375,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383390,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383390,42.3216,-789.5985,2.7321,0.0000,0.001000,0.498000
3383390,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
3383390,42.3216,-789.5985,2.7321,0.0000,0.001000,0.499000
