tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,axis6_pos_abs_mm,axis7_pos_abs_mm,ain0_raw_v,ain1_raw_v
16591718,0.0000,0.0000,0.0000,0.0000,-0.210000,0.219000
16591718,0.0000,0.0000,0.0000,0.0000,-0.210000,0.219000
16591718,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591718,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591734,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591734,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591734,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591734,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.220000
16591734,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591750,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591750,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591750,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591750,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591750,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591750,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591765,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591765,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591765,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591765,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591765,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591765,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591781,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591781,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591781,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591781,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591781,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591781,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591796,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591796,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591796,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591796,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591796,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591796,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591796,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591812,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591812,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591812,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591812,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591812,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591812,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591828,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591828,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591828,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591828,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591828,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591828,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591843,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591843,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591843,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591843,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591843,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591843,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591859,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591859,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591859,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591859,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591859,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591859,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591875,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591875,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591875,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591875,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591875,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591875,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591890,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591890,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591890,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591890,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591890,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591890,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591906,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591906,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591906,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591906,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591906,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591906,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591921,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591921,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591921,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591921,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591921,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591921,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591921,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591937,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591937,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591937,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591937,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591937,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591937,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591953,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591953,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591953,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591953,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591953,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591953,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591968,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591968,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591968,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591968,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16591968,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591968,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591984,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16591984,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16591984,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.220000
16591984,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591984,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16591984,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16592000,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592000,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16592000,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592000,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592000,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592000,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592015,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592015,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592015,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592015,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16592015,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592015,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592031,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592031,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16592031,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16592031,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592031,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16592046,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16592046,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.219000
16592046,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592046,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.219000
16592046,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592046,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592046,-49.2769,0.0000,635.0000,0.0018,-0.211000,0.218000
16592062,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
16592062,-49.2769,0.0000,635.0000,0.0018,-0.210000,0.218000
