tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,axis6_pos_abs_mm,axis7_pos_abs_mm,ain0_raw_v,ain1_raw_v
6267546,0.0000,0.0000,0.0000,0.0000,0.230000,0.100000
6267546,0.0000,0.0000,0.0000,0.0000,0.230000,0.100000
6267546,42.3216,-477.7978,2.7321,0.0000,0.229000,0.101000
6267546,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267562,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267562,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267562,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267562,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267562,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267562,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267578,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267578,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267578,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267578,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267578,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267578,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267593,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267593,42.3216,-477.7978,2.7321,0.0000,0.230000,0.099000
6267593,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267593,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267593,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267593,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267609,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267609,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267609,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267609,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267609,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267609,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267625,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267625,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267625,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267625,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267625,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267625,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267625,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267640,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267640,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267640,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267640,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267640,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267640,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267656,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267656,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267656,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267656,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267656,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267656,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267671,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267671,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267671,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267671,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267671,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267671,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267687,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267687,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267687,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267687,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267687,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267687,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267703,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267703,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267703,42.3216,-477.7978,2.7321,0.0000,0.229000,0.101000
6267703,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267703,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267703,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267718,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267718,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267718,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267718,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267718,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267718,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267718,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267734,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267734,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267734,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267734,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267734,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267734,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267750,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267750,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267750,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267750,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267750,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267750,42.3216,-477.7978,2.7321,0.0000,0.229000,0.101000
6267765,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267765,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267765,42.3216,-477.7978,2.7321,0.0000,0.229000,0.100000
6267765,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267765,42.3216,-477.7978,2.7321,0.0000,0.229000,0.101000
6267765,42.3216,-477.7978,2.7321,0.0000,0.230000,0.101000
6267781,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
6267781,42.3216,-477.7978,2.7321,0.0000,0.230000,0.100000
