tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,fn_1_raw_v,ft_1_raw_v,fn_1_zero_v,ft_1_zero_v
196140218,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140250,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140296,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140328,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140375,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140406,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140437,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140468,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140515,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140562,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140593,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140640,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140671,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140703,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140750,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140781,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140828,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140875,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140906,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140953,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196140984,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196141031,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196141078,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196141109,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196141156,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196141203,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196141234,-0.8704,-440.3753,0.000000,0.000000,0.000000,0.000000
196141281,-0.8704,-440.3759,0.000000,0.000000,0.000000,0.000000
196141312,-0.9000,-440.3734,0.000000,0.000000,0.000000,0.000000
196141359,-1.0219,-440.3248,0.000000,0.000000,0.000000,0.000000
196141390,-1.1516,-440.1300,0.000000,0.000000,0.000000,0.000000
196141437,-1.3557,-439.9620,0.000000,0.000000,0.000000,0.000000
196141468,-1.7358,-440.1051,0.000000,0.000000,0.000000,0.000000
196141515,-2.0384,-440.4788,0.000000,0.000000,0.000000,0.000000
196141546,-2.2943,-440.6781,0.000000,0.000000,0.000000,0.000000
196141593,-2.4194,-440.6653,0.000000,0.000000,0.000000,0.000000
196141625,-2.5156,-440.5816,0.000000,0.000000,0.000000,0.000000
196141671,-2.5178,-440.5299,0.000000,0.000000,0.000000,0.000000
196141703,-2.4315,-440.5343,0.000000,0.000000,0.000000,0.000000
196141765,-2.2854,-440.5350,0.000000,0.000000,0.000000,0.000000
196141796,-2.1080,-440.3274,0.000000,0.000000,0.000000,0.000000
196141843,-1.9698,-439.9563,0.000000,0.000000,0.000000,0.000000
196141875,-1.7639,-439.0307,0.000000,0.000000,0.000000,0.000000
196141921,-1.5540,-438.0477,0.000000,0.000000,0.000000,0.000000
196141953,-1.3087,-436.8105,0.000000,0.000000,0.000000,0.000000
196141984,-1.0280,-435.3944,0.000000,0.000000,0.000000,0.000000
196142031,-0.7544,-433.9342,0.000000,0.000000,0.000000,0.000000
196142062,-0.5160,-432.3610,0.000000,0.000000,0.000000,0.000000
196142093,-0.3038,-430.6390,0.000000,0.000000,0.000000,0.000000
196142140,-0.1413,-429.0159,0.000000,0.000000,0.000000,0.000000
196142171,-0.0499,-428.0265,0.000000,0.000000,0.000000,0.000000
196142218,0.0775,-426.8851,0.000000,0.000000,0.000000,0.000000
196142250,0.2213,-426.0701,0.000000,0.000000,0.000000,0.000000
196142296,0.4448,-425.1567,0.000000,0.000000,0.000000,0.000000
196142328,0.6557,-424.4381,0.000000,0.000000,0.000000,0.000000
196142375,0.8094,-423.6978,0.000000,0.000000,0.000000,0.000000
196142406,0.9686,-422.3692,0.000000,0.000000,0.000000,0.000000
196142437,1.0801,-421.0566,0.000000,0.000000,0.000000,0.000000
196142484,1.1618,-419.9439,0.000000,0.000000,0.000000,0.000000
196142546,1.2502,-418.5827,0.000000,0.000000,0.000000,0.000000
196142578,1.3015,-417.5850,0.000000,0.000000,0.000000,0.000000
196142625,1.4334,-416.6659,0.000000,0.000000,0.000000,0.000000
196142656,1.7740,-414.7643,0.000000,0.000000,0.000000,0.000000
196142687,2.1485,-412.6060,0.000000,0.000000,0.000000,0.000000
196142734,2.5086,-409.8096,0.000000,0.000000,0.000000,0.000000
196142765,2.6332,-407.9611,0.000000,0.000000,0.000000,0.000000
196142796,2.6961,-406.1299,0.000000,0.000000,0.000000,0.000000
196142843,2.7453,-404.3918,0.000000,0.000000,0.000000,0.000000
196142875,2.7906,-402.7912,0.000000,0.000000,0.000000,0.000000
196142906,2.8311,-401.1234,0.000000,0.000000,0.000000,0.000000
196142937,2.8593,-399.7329,0.000000,0.000000,0.000000,0.000000
196142968,2.9125,-398.2350,0.000000,0.000000,0.000000,0.000000
196143015,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143046,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143078,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143125,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143156,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143203,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143234,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143265,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143296,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143312,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143328,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143343,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143359,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143375,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143390,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143406,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143421,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143453,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143453,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143484,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143500,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143515,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143531,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143546,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143578,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143578,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143593,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143640,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143656,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143671,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143687,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143718,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143734,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143750,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143765,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143781,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143796,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143828,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143828,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143859,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143875,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143890,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143906,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143921,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143953,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143968,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196143984,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144015,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144046,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144062,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144078,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144093,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144109,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144140,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144156,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144171,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144187,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144203,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144218,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144250,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144250,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144281,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144296,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144312,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144328,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144343,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144359,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144390,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144406,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144437,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144453,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144468,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144500,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144515,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144531,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144546,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144562,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144593,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144609,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144625,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144640,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144656,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144671,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144703,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144718,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144734,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144750,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144796,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144812,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144828,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144843,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144859,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144890,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144906,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144921,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144937,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144953,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196144984,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145000,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145015,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145031,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145062,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145078,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145093,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145109,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145125,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145140,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145171,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145187,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145203,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145218,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145234,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145250,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145265,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145281,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145296,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145328,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145343,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145359,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145375,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145390,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
196145406,3.0676,-396.4619,0.000000,0.000000,0.000000,0.000000
