timestamp,ft_1_value,fn_1_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-10 10:14:41.010,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.010,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.050,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.050,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.086,-2.643000,-0.779000,0,0,0,0
2026-04-10 10:14:41.086,-2.644000,-0.780000,0,0,0,0
2026-04-10 10:14:41.086,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.112,-2.644000,-0.780000,0,0,0,0
2026-04-10 10:14:41.144,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.144,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.172,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.172,-2.643000,-0.779000,0,0,0,0
2026-04-10 10:14:41.198,-2.642000,-0.780000,0,0,0,0
2026-04-10 10:14:41.198,-2.643000,-0.781000,0,0,0,0
2026-04-10 10:14:41.224,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.224,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.260,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.260,-2.642000,-0.780000,0,0,0,0
2026-04-10 10:14:41.314,-2.643000,-0.781000,0,0,0,0
2026-04-10 10:14:41.314,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.314,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.353,-2.644000,-0.780000,0,0,0,0
2026-04-10 10:14:41.353,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.353,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.393,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.393,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.432,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.432,-2.644000,-0.780000,0,0,0,0
2026-04-10 10:14:41.432,-2.644000,-0.780000,0,0,0,0
2026-04-10 10:14:41.463,-2.644000,-0.780000,0,0,0,0
2026-04-10 10:14:41.463,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.498,-2.644000,-0.780000,0,0,0,0
2026-04-10 10:14:41.498,-2.643000,-0.780000,0,0,0,0
2026-04-10 10:14:41.524,-2.643000,-0.775000,0,0,0,0
2026-04-10 10:14:41.524,-2.642000,-0.775000,0,0,0,0
2026-04-10 10:14:41.552,-2.643000,-0.775000,0,0,0,0
2026-04-10 10:14:41.578,-2.644000,-0.775000,0,0,0,0
