tick_ms,session_id,guidewire_mode,axis1_phase,axis6_phase,cyl1_cmd,cyl2_cmd,cyl3_cmd,cyl4_cmd,compensation_enabled,force_sample_valid,calibration_zeroed,freeze_active,plc_hold_active,ads_return_fault,spacing_recovery_active,force_transition_active,manual_cylinder_override,fn_1_raw_v,ft_1_raw_v,fn_1_zero_v,ft_1_zero_v,calibrated_force_n,calibrated_torque_nm,logger_dropped,axis1_segment_active,axis1_grip_assumed,axis1_invalid_reason,axis1_segment_id,axis1_handle_raw,axis1_handle_filtered,axis1_raw_mapping_increment_axis_mm,axis1_nominal_forward_increment_mm,axis1_compensated_requested_forward_increment_mm,axis1_effective_forward_increment_mm,axis1_compensation_gain,axis1_p_term,axis1_i_term,axis1_integral_limited,axis1_refer_rel_mm,axis1_actual_rel_mm,axis1_actual_forward_delta_mm,axis1_segment_master_forward_mm,axis1_segment_actual_forward_mm,axis1_session_master_forward_mm,axis1_session_actual_forward_mm,axis1_tracking_error_mm,axis6_segment_active,axis6_grip_assumed,axis6_invalid_reason,axis6_segment_id,axis6_handle_raw,axis6_handle_filtered,axis6_raw_mapping_increment_axis_mm,axis6_nominal_forward_increment_mm,axis6_compensated_requested_forward_increment_mm,axis6_effective_forward_increment_mm,axis6_compensation_gain,axis6_p_term,axis6_i_term,axis6_integral_limited,axis6_refer_rel_mm,axis6_actual_rel_mm,axis6_actual_forward_delta_mm,axis6_segment_master_forward_mm,axis6_segment_actual_forward_mm,axis6_session_master_forward_mm,axis6_session_actual_forward_mm,axis6_tracking_error_mm
112327437,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,12,4,-0.09385919,-0.09384259,0.00415057,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-77.99927181,0.00000000,0.00000000,0.00000000,58.11585349,57.98718233,0.00000000,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17322850,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112327515,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.09388771,-0.09385966,0.00701304,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-77.99958200,0.00000000,0.00000000,0.00015509,58.11585349,57.98733743,-0.00015509,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17260813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112327609,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.09389190,-0.09387298,0.00473070,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-77.99973709,0.00000000,0.00000000,0.00031019,58.11585349,57.98749252,-0.00031019,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17214285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112327671,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.09390196,-0.09388022,0.00543490,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-77.99989218,0.00000000,0.00000000,0.00046528,58.11585349,57.98764761,-0.00046528,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17198776,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112327750,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.09380451,-0.09386546,-0.01523702,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-77.99989218,0.00000000,0.00000000,0.00046528,58.11585349,57.98764761,-0.00046528,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17183266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112327843,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.09255490,-0.09345311,-0.22455216,0.22455216,0.22455216,0.22455216,1.00000000,0.00000000,0.00000000,0,-78.30922231,-78.05293392,0.00000000,0.30925957,0.05350702,58.42511305,58.04068935,0.25575255,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17183266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112327937,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.09083571,-0.09247533,-0.40990345,0.40990345,0.40990345,0.40990345,1.00000000,0.00000000,0.00000000,0,-79.04256246,-78.51774705,0.00000000,1.04259971,0.51832014,59.15845320,58.50550248,0.52427957,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328015,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08963209,-0.09133537,-0.42581967,0.42581967,0.42581967,0.42581967,1.00000000,0.00000000,0.00000000,0,-79.89753339,-79.27335918,0.00000000,1.89757065,1.27393227,60.01342413,59.26111461,0.62363837,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328125,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08882764,-0.09030415,-0.36912862,0.36912862,0.36912862,0.36912862,1.00000000,0.00000000,0.00000000,0,-80.67094110,-80.14141359,0.00000000,2.67097836,2.14198668,60.78683185,60.12916902,0.52899168,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328203,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08779242,-0.08930675,-0.37858217,0.37858217,0.37858217,0.37858217,1.00000000,0.00000000,0.00000000,0,-81.41899514,-80.89345858,0.00000000,3.41903240,2.89403168,61.53488588,60.88121401,0.52500072,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328281,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08647631,-0.08820829,-0.43299540,0.43299540,0.43299540,0.43299540,1.00000000,0.00000000,0.00000000,0,-82.24283795,-81.61758687,0.00000000,4.24287521,3.61815997,62.35872869,61.60534230,0.62471524,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328343,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08554694,-0.08754295,-0.49900404,0.49900404,0.49900404,0.49900404,1.00000000,0.00000000,0.00000000,0,-82.74184199,-82.07945324,0.00000000,4.74187925,4.08002633,62.85773274,62.06720867,0.66185292,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328437,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08382672,-0.08606383,-0.55927656,0.55927656,0.55927656,0.55927656,1.00000000,0.00000000,0.00000000,0,-83.85118791,-83.11981575,0.00000000,5.85122516,5.12038885,63.96707865,63.10757118,0.73083632,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328531,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08196293,-0.08445220,-0.62231846,0.62231846,0.62231846,0.62231846,1.00000000,0.00000000,0.00000000,0,-85.05990757,-84.24966681,0.00000000,7.05994483,6.25023991,65.17579831,64.23742224,0.80970492,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328593,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08120780,-0.08364110,-0.60832498,0.60832498,0.60832498,0.60832498,1.00000000,0.00000000,0.00000000,0,-85.66823255,-84.90105658,0.00000000,7.66826981,6.90162967,65.78412330,64.88881201,0.76664014,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328687,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.08004322,-0.08216034,-0.52927811,0.52927811,0.52927811,0.52927811,1.00000000,0.00000000,0.00000000,0,-86.77880531,-86.04455581,0.00000000,8.77884256,8.04512890,66.89469605,66.03231124,0.73371366,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328781,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07954453,-0.08102678,-0.37056244,0.37056244,0.37056244,0.37056244,1.00000000,0.00000000,0.00000000,0,-87.62897439,-87.10523548,0.00000000,9.62901164,9.10580857,67.74486513,67.09299091,0.52320307,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328875,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07891801,-0.08017577,-0.31444009,0.31444009,0.31444009,0.31444009,1.00000000,0.00000000,0.00000000,0,-88.26723293,-87.83277581,0.00000000,10.26727019,9.83334890,68.38312368,67.82053124,0.43392129,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112328968,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07885997,-0.07960545,-0.18636985,0.18636985,0.18636985,0.18636985,1.00000000,0.00000000,0.00000000,0,-88.69496740,-88.41871641,0.00000000,10.69500465,10.41928951,68.81085814,68.40647184,0.27571514,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329078,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07845352,-0.07916176,-0.17706136,0.17706136,0.17706136,0.17706136,1.00000000,0.00000000,0.00000000,0,-89.02773589,-88.80505258,0.00000000,11.02777314,10.80562568,69.14362663,68.79280801,0.22214747,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329187,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07590333,-0.07795226,-0.51223345,0.51223345,0.51223345,0.51223345,1.00000000,0.00000000,0.00000000,0,-89.93486142,-89.30165973,0.00000000,11.93489867,11.30223283,70.05075216,69.28941516,0.63266584,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329281,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07463362,-0.07656912,-0.48387602,0.48387602,0.48387602,0.48387602,1.00000000,0.00000000,0.00000000,0,-90.97221506,-90.30697127,0.00000000,12.97225232,12.30754437,71.08810580,70.29472670,0.66470795,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329359,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07409946,-0.07595171,-0.46306234,0.46306234,0.46306234,0.46306234,1.00000000,0.00000000,0.00000000,0,-91.43527739,-90.93261564,0.00000000,13.43531465,12.93318873,71.55116814,70.92037107,0.50212592,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329421,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07258702,-0.07511054,-0.63087820,0.63087820,0.63087820,0.63087820,1.00000000,0.00000000,0.00000000,0,-92.06615560,-91.32127820,0.00000000,14.06619285,13.32185129,72.18204634,71.30903363,0.74434156,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329531,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,5,-0.07023618,-0.07321790,-0.74543054,0.25976161,0.25976161,0.25976161,1.00000000,0.00000000,0.00000000,0,-92.99996274,-92.52448815,0.00000000,15.00000000,14.52506125,73.11585349,72.51224358,0.47493875,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329640,1,0,1,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.06829659,-0.07122735,-0.73268987,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-92.91268543,-92.99395406,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,11,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112329937,1,0,2,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.06621302,-0.06922559,-0.75314286,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-92.91268543,-92.91330581,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,11,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-226.17167757,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330062,1,0,2,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.06174118,-0.06735449,-1.40332648,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-92.91299562,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,11,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.08440026,-226.17167757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330140,1,0,2,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.05941582,-0.06536982,-1.48850109,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-87.95871116,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,11,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.08440026,-228.49248625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330218,1,0,2,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.05834268,-0.06361304,-1.31758812,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-79.36905144,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,11,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.08440026,-237.50492896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330312,1,0,3,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.05712018,-0.06198982,-1.21741080,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-78.00656117,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,11,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.08440026,-241.07190830,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330406,1,0,3,0,400,600,250,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.05514197,-0.05913552,-0.99838634,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99996274,-77.98717457,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,11,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.08440026,-241.10029029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330500,1,0,0,0,400,600,250,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,11,5,-0.05433091,-0.05793437,-0.90086383,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-77.99275791,-77.99275791,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09455185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330578,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,12,5,-0.05249904,-0.05347659,-0.24438783,0.24438783,0.24438783,0.24438783,1.00000000,0.00000000,0.00000000,0,-78.23714574,-77.99027643,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09935973,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330671,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,12,5,-0.05010817,-0.05216460,-0.51410644,0.51410644,0.51410644,0.51410644,1.00000000,0.00000000,0.00000000,0,-79.22114214,-78.56846239,0.00000000,0.00000000,0.00000000,73.11585349,72.90044086,0.00000000,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09687825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330765,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,6,-0.04799204,-0.05073423,-0.68554589,0.68554589,0.68554589,0.68554589,1.00000000,0.00000000,0.00000000,0,-80.29392219,-79.47761640,0.00000000,1.07278005,0.42309316,74.18863354,73.32353403,0.64968689,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09579260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330828,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,6,-0.04705888,-0.04981539,-0.68912680,0.68912680,0.68912680,0.68912680,1.00000000,0.00000000,0.00000000,0,-80.98304899,-80.11752930,0.00000000,1.76190685,1.06300606,74.87776034,73.96344693,0.69890079,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09532732,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112330937,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,6,-0.04528883,-0.04798681,-0.67449579,0.67449579,0.67449579,0.67449579,1.00000000,0.00000000,0.00000000,0,-82.35448499,-81.50142237,0.00000000,3.13334285,2.44689913,76.24919633,75.34734000,0.68644371,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09486204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112331031,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,6,-0.04376306,-0.04628322,-0.63003847,0.63003847,0.63003847,0.63003847,1.00000000,0.00000000,0.00000000,0,-83.63217760,-82.78884771,0.00000000,4.41103546,3.73432448,77.52688894,76.63476534,0.67671098,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09470695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112331093,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,6,-0.04300148,-0.04546278,-0.61532594,0.61532594,0.61532594,0.61532594,1.00000000,0.00000000,0.00000000,0,-84.24750354,-83.50336025,0.00000000,5.02636140,4.44883702,78.14221488,77.34927788,0.57752438,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09470695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112331187,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,6,-0.04182991,-0.04396454,-0.53365858,0.53365858,0.53365858,0.53365858,1.00000000,0.00000000,0.00000000,0,-85.37118708,-84.66159329,0.00000000,6.15004494,5.60707006,79.26589843,78.50751092,0.54297488,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09455185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112331281,1,0,0,0,400,600,400,500,0,1,0,0,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,0,6,-0.04104682,-0.04275964,-0.42820506,0.42820506,0.42820506,0.42820506,1.00000000,0.00000000,0.00000000,0,-86.27486516,-85.64426128,0.00000000,7.05372302,6.58973805,80.16957651,79.49017891,0.46398497,0,0,2,0,-0.05272540,-0.05272540,-0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0,-241.09455185,-241.09455185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
