tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,axis6_pos_abs_mm,axis7_pos_abs_mm,ain0_raw_v,ain1_raw_v
716468,0.0000,0.0000,0.0000,0.0000,-0.618000,-0.276000
716468,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716468,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716468,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716468,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716468,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.276000
716484,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716484,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.276000
716484,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716484,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716484,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716484,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716500,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716500,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716500,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716500,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716500,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716500,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.276000
716515,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716515,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716515,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716515,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.276000
716515,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716515,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716531,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716531,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716531,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716531,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716531,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.277000
716531,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716546,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716546,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716546,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716546,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716546,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.276000
716546,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716562,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716562,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716562,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716562,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716562,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716562,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716562,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716578,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716578,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716578,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716578,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716578,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716578,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.277000
716593,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716593,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716593,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716593,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716593,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716593,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.276000
716609,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
716609,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716609,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716609,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.277000
716609,-69.0777,-11.2565,620.0008,0.0005,-0.619000,-0.276000
716609,-69.0777,-11.2565,620.0008,0.0005,-0.618000,-0.276000
