tick_ms,axis1_pos_abs_mm,axis2_pos_abs_mm,axis6_pos_abs_mm,axis7_pos_abs_mm,ain0_raw_v,ain1_raw_v
6351156,0.0000,0.0000,0.0000,0.0000,0.230000,0.094000
6351156,0.0000,0.0000,0.0000,0.0000,0.230000,0.094000
6351156,0.0000,0.0000,0.0000,0.0000,0.230000,0.094000
6351156,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351156,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351156,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351171,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351171,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351171,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351171,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351171,42.3216,-477.7978,310.0071,0.0000,0.229000,0.094000
6351171,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351187,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351187,42.3216,-477.7978,310.0071,0.0000,0.230000,0.093000
6351187,42.3216,-477.7978,310.0071,0.0000,0.229000,0.094000
6351187,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351187,42.3216,-477.7978,310.0071,0.0000,0.230000,0.093000
6351187,42.3216,-477.7978,310.0071,0.0000,0.229000,0.094000
6351203,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351203,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351203,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351203,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351203,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351203,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351218,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351218,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351218,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351218,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351218,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351218,42.3216,-477.7978,310.0071,0.0000,0.229000,0.094000
6351234,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351234,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351234,42.3216,-477.7978,310.0071,0.0000,0.230000,0.093000
6351234,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351234,42.3216,-477.7978,310.0071,0.0000,0.229000,0.094000
6351234,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351250,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351250,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351250,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351250,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351250,42.3216,-477.7978,310.0071,0.0000,0.229000,0.094000
6351250,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351250,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351265,42.3216,-477.7978,310.0071,0.0000,0.229000,0.094000
6351265,42.3216,-477.7978,310.0071,0.0000,0.230000,0.093000
6351265,42.3216,-477.7978,310.0071,0.0000,0.230000,0.093000
6351265,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351265,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
6351265,42.3216,-477.7978,310.0071,0.0000,0.230000,0.094000
