timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code,axis1_pos_rel
2026-05-28 10:24:43.279,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.305,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.334,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.370,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.415,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.458,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.497,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.536,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.567,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.593,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.629,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.659,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.685,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.711,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.738,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.779,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.818,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.858,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.897,0.000000,0.000000,0,0,0,0,0,0,-82.917885
2026-05-28 10:24:43.929,0.000000,0.000000,0,0,0,0,0,1,-82.917885
2026-05-28 10:24:43.963,0.000000,0.000000,0,0,0,0,-1,1,-82.926725
2026-05-28 10:24:43.989,0.000000,0.000000,0,0,0,0,-1,1,-83.022107
2026-05-28 10:24:44.015,0.000000,0.000000,0,0,0,0,-1,1,-83.276770
2026-05-28 10:24:44.042,0.000000,0.000000,0,0,0,0,-1,1,-83.659694
2026-05-28 10:24:44.071,0.000000,0.000000,0,0,0,0,-1,1,-84.149477
2026-05-28 10:24:44.099,0.000000,0.000000,0,0,0,0,-1,1,-84.576913
2026-05-28 10:24:44.132,0.000000,0.000000,0,0,0,0,-1,1,-85.101281
2026-05-28 10:24:44.171,0.000000,0.000000,0,0,0,0,-1,1,-85.696528
2026-05-28 10:24:44.211,0.000000,0.000000,0,0,0,0,-1,1,-86.256878
2026-05-28 10:24:44.250,0.000000,0.000000,0,0,0,0,-1,1,-86.712230
2026-05-28 10:24:44.298,0.000000,0.000000,0,0,0,0,-1,1,-87.098722
2026-05-28 10:24:44.324,0.000000,0.000000,0,0,0,0,-1,1,-87.272426
2026-05-28 10:24:44.350,0.000000,0.000000,0,0,0,0,-1,1,-87.460243
2026-05-28 10:24:44.394,0.000000,0.000000,0,0,0,0,-1,1,-87.718007
2026-05-28 10:24:44.420,0.000000,0.000000,0,0,0,0,-1,1,-87.853248
2026-05-28 10:24:44.450,0.000000,0.000000,0,0,0,0,-1,1,-88.105274
2026-05-28 10:24:44.478,0.000000,0.000000,0,0,0,0,-1,1,-88.417786
2026-05-28 10:24:44.527,0.000000,0.000000,0,0,0,0,-1,1,-88.932539
2026-05-28 10:24:44.584,0.000000,0.000000,0,0,0,0,-1,1,-89.506072
2026-05-28 10:24:44.623,0.000000,0.000000,0,0,0,0,-1,1,-89.964061
2026-05-28 10:24:44.664,0.000000,0.000000,0,0,0,0,-1,1,-90.522395
2026-05-28 10:24:44.690,0.000000,0.000000,0,0,0,0,-1,1,-90.970613
2026-05-28 10:24:44.716,0.000000,0.000000,0,0,0,0,-1,1,-91.489089
2026-05-28 10:24:44.742,0.000000,0.000000,0,0,0,0,-1,1,-92.008649
2026-05-28 10:24:44.769,0.000000,0.000000,0,0,0,0,-1,1,-92.517664
2026-05-28 10:24:44.797,0.000000,0.000000,0,0,0,0,-1,1,-92.846616
2026-05-28 10:24:44.823,0.000000,0.000000,0,0,0,0,-1,1,-92.951459
2026-05-28 10:24:44.850,0.000000,0.000000,0,0,0,0,-1,1,-92.948512
2026-05-28 10:24:44.888,0.000000,0.000000,0,0,0,0,-1,1,-92.860109
2026-05-28 10:24:44.949,0.000000,0.000000,0,0,0,0,-1,1,-90.240592
2026-05-28 10:24:45.023,0.000000,0.000000,0,0,0,0,-1,1,-79.253662
2026-05-28 10:24:45.075,0.000000,0.000000,0,0,0,0,-1,1,-78.369013
2026-05-28 10:24:45.135,0.000000,0.000000,0,0,0,0,-1,1,-77.995705
2026-05-28 10:24:45.205,0.000000,0.000000,0,0,0,0,1,1,-77.997721
2026-05-28 10:24:45.280,0.000000,0.000000,0,0,0,0,1,1,-77.997101
2026-05-28 10:24:45.310,0.000000,0.000000,0,0,0,0,1,0,-77.999272
2026-05-28 10:24:45.336,0.000000,0.000000,0,0,0,0,1,0,-77.999272
2026-05-28 10:24:45.362,0.000000,0.000000,0,0,0,0,1,0,-77.999427
2026-05-28 10:24:45.388,0.000000,0.000000,0,0,0,0,1,0,-77.999582
2026-05-28 10:24:45.416,0.000000,0.000000,0,0,0,0,1,0,-77.999582
2026-05-28 10:24:45.459,0.000000,0.000000,0,0,0,0,1,0,-77.999582
2026-05-28 10:24:45.502,0.000000,0.000000,0,0,0,0,1,0,-77.999737
2026-05-28 10:24:45.542,0.000000,0.000000,0,0,0,0,1,0,-77.999737
2026-05-28 10:24:45.582,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:45.623,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:45.665,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:45.705,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:45.744,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:45.783,0.000000,0.000000,0,0,0,0,1,-1,-77.999892
2026-05-28 10:24:45.822,0.000000,0.000000,0,0,0,0,1,-1,-77.999892
2026-05-28 10:24:45.881,0.000000,0.000000,0,0,0,0,1,-1,-77.999892
2026-05-28 10:24:45.922,0.000000,0.000000,0,0,0,0,1,-1,-77.999892
2026-05-28 10:24:45.963,0.000000,0.000000,0,0,0,0,1,-1,-77.999892
2026-05-28 10:24:46.002,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:46.040,0.000000,0.000000,0,0,0,0,-1,0,-78.054640
2026-05-28 10:24:46.082,0.000000,0.000000,0,0,0,0,-1,0,-78.197946
2026-05-28 10:24:46.123,0.000000,0.000000,0,0,0,0,-1,0,-78.472460
2026-05-28 10:24:46.164,0.000000,0.000000,0,0,0,0,-1,0,-78.848405
2026-05-28 10:24:46.203,0.000000,0.000000,0,0,0,0,-1,0,-79.336637
2026-05-28 10:24:46.242,0.000000,0.000000,0,0,0,0,-1,0,-79.883960
2026-05-28 10:24:46.287,0.000000,0.000000,0,0,0,0,-1,0,-80.490062
2026-05-28 10:24:46.326,0.000000,0.000000,0,0,0,0,-1,0,-81.089806
2026-05-28 10:24:46.366,0.000000,0.000000,0,0,0,0,-1,0,-81.746004
2026-05-28 10:24:46.404,0.000000,0.000000,0,0,0,0,-1,0,-82.388553
2026-05-28 10:24:46.445,0.000000,0.000000,0,0,0,0,-1,0,-83.076855
2026-05-28 10:24:46.487,0.000000,0.000000,0,0,0,0,-1,0,-83.731812
2026-05-28 10:24:46.528,0.000000,0.000000,0,0,0,0,-1,0,-84.411584
2026-05-28 10:24:46.575,0.000000,0.000000,0,0,0,0,-1,0,-85.187203
2026-05-28 10:24:46.641,0.000000,0.000000,0,0,0,0,-1,0,-86.053396
2026-05-28 10:24:46.692,0.000000,0.000000,0,0,0,0,-1,0,-86.721536
2026-05-28 10:24:46.755,0.000000,0.000000,0,0,0,0,-1,1,-87.648991
2026-05-28 10:24:46.831,0.000000,0.000000,0,0,0,0,-1,1,-88.799159
2026-05-28 10:24:46.880,0.000000,0.000000,0,0,0,0,-1,1,-89.596336
2026-05-28 10:24:46.925,0.000000,0.000000,0,0,0,0,-1,1,-90.512159
2026-05-28 10:24:46.973,0.000000,0.000000,0,0,0,0,-1,1,-91.523984
2026-05-28 10:24:47.029,0.000000,0.000000,0,0,0,0,-1,1,-92.530847
2026-05-28 10:24:47.079,0.000000,0.000000,0,0,0,0,-1,1,-92.916408
2026-05-28 10:24:47.129,0.000000,0.000000,0,0,0,0,-1,1,-92.990852
2026-05-28 10:24:47.171,0.000000,0.000000,0,0,0,0,-1,1,-92.962625
2026-05-28 10:24:47.210,0.000000,0.000000,0,0,0,0,-1,1,-92.931141
2026-05-28 10:24:47.280,0.000000,0.000000,0,0,0,0,-1,1,-90.028114
2026-05-28 10:24:47.339,0.000000,0.000000,0,0,0,0,-1,1,-81.388670
2026-05-28 10:24:47.415,0.000000,0.000000,0,0,0,0,-1,1,-77.809283
2026-05-28 10:24:47.484,0.000000,0.000000,0,0,0,0,1,1,-77.996015
2026-05-28 10:24:47.575,0.000000,0.000000,0,0,0,0,1,1,-77.994929
2026-05-28 10:24:47.616,0.000000,0.000000,0,0,0,0,1,0,-77.998962
2026-05-28 10:24:47.655,0.000000,0.000000,0,0,0,0,1,0,-77.999117
2026-05-28 10:24:47.695,0.000000,0.000000,0,0,0,0,1,0,-77.999427
2026-05-28 10:24:47.734,0.000000,0.000000,0,0,0,0,1,0,-77.999427
2026-05-28 10:24:47.774,0.000000,0.000000,0,0,0,0,1,0,-77.999582
2026-05-28 10:24:47.830,0.000000,0.000000,0,0,0,0,1,0,-77.999737
2026-05-28 10:24:47.870,0.000000,0.000000,0,0,0,0,1,0,-77.999737
2026-05-28 10:24:47.905,0.000000,0.000000,0,0,0,0,1,0,-77.999737
2026-05-28 10:24:47.944,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:47.983,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:48.025,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:48.064,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:48.103,0.000000,0.000000,0,0,0,0,1,0,-77.999892
2026-05-28 10:24:48.142,0.000000,0.000000,0,0,0,0,1,1,-77.999892
2026-05-28 10:24:48.182,0.000000,0.000000,0,0,0,0,1,1,-77.999892
2026-05-28 10:24:48.234,0.000000,0.000000,0,0,0,0,-1,1,-78.119159
2026-05-28 10:24:48.276,0.000000,0.000000,0,0,0,0,-1,1,-78.505495
2026-05-28 10:24:48.315,0.000000,0.000000,0,0,0,0,-1,1,-79.094382
2026-05-28 10:24:48.355,0.000000,0.000000,0,0,0,0,-1,1,-79.852786
2026-05-28 10:24:48.394,0.000000,0.000000,0,0,0,0,-1,1,-80.734333
2026-05-28 10:24:48.436,0.000000,0.000000,0,0,0,0,-1,1,-81.678538
2026-05-28 10:24:48.475,0.000000,0.000000,0,0,0,0,-1,1,-82.670202
2026-05-28 10:24:48.515,0.000000,0.000000,0,0,0,0,-1,1,-83.782062
