timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-06 15:11:01.075,538,1219,-107,-51,0,0,0,0
2026-04-06 15:11:01.122,531,1211,-107,-51,0,0,0,0
2026-04-06 15:11:01.162,535,1211,-49,-51,0,0,0,0
2026-04-06 15:11:01.216,535,1214,-49,-51,0,0,0,0
2026-04-06 15:11:01.270,534,1212,-128,-51,0,0,0,0
2026-04-06 15:11:01.311,527,1212,-128,-51,0,0,0,0
2026-04-06 15:11:01.349,527,1223,-128,-51,0,0,0,0
2026-04-06 15:11:01.388,532,1223,-92,-51,0,0,0,0
2026-04-06 15:11:01.434,532,1258,-92,-51,0,0,0,0
2026-04-06 15:11:01.473,517,1213,-146,-51,0,0,0,0
2026-04-06 15:11:01.513,521,1213,-146,-51,0,0,0,0
2026-04-06 15:11:01.553,521,1209,-88,-51,0,0,0,0
2026-04-06 15:11:01.596,532,1209,-88,-51,0,0,0,0
2026-04-06 15:11:01.673,528,1259,-88,-51,0,0,0,0
2026-04-06 15:11:01.712,528,1250,-88,-51,0,0,0,0
2026-04-06 15:11:01.753,521,1250,-88,-51,0,0,0,0
2026-04-06 15:11:01.792,521,1210,-88,-51,0,0,0,0
2026-04-06 15:11:01.831,531,1252,-88,-51,0,0,0,0
2026-04-06 15:11:01.876,516,1252,-88,-51,0,0,0,0
2026-04-06 15:11:01.915,516,1246,-88,-51,0,0,0,0
2026-04-06 15:11:01.960,521,1246,-88,-51,0,0,0,0
2026-04-06 15:11:02.012,521,1215,-142,-51,0,0,0,0
2026-04-06 15:11:02.055,526,1233,-142,-51,0,0,0,0
2026-04-06 15:11:02.101,515,1233,-22,-51,0,0,0,0
2026-04-06 15:11:02.144,515,1257,-22,-51,0,0,0,0
2026-04-06 15:11:02.183,522,1257,-24,-51,0,0,0,0
2026-04-06 15:11:02.222,522,1211,-24,-51,0,0,0,0
2026-04-06 15:11:02.261,518,1211,-24,-51,0,0,0,0
2026-04-06 15:11:02.311,513,1251,-24,-51,0,0,0,0
2026-04-06 15:11:02.357,513,1231,-24,-51,0,0,0,0
2026-04-06 15:11:02.391,525,1231,-24,-51,0,0,0,0
2026-04-06 15:11:02.420,525,1221,-24,-51,0,0,0,0
2026-04-06 15:11:02.447,525,1221,-29,-51,0,0,0,0
2026-04-06 15:11:02.487,519,1248,-29,-51,0,0,0,0
2026-04-06 15:11:02.526,523,1248,-29,-51,0,0,0,0
2026-04-06 15:11:02.565,523,1209,-114,-51,0,0,0,0
2026-04-06 15:11:02.604,523,1209,-114,-51,0,0,0,0
2026-04-06 15:11:02.643,523,1251,-92,-51,0,0,0,0
2026-04-06 15:11:02.686,519,1251,-92,-51,0,0,0,0
2026-04-06 15:11:02.725,519,1209,-26,-51,0,0,0,0
2026-04-06 15:11:02.759,529,1209,-26,-51,0,0,0,0
2026-04-06 15:11:02.786,529,1258,-26,-51,0,0,0,0
2026-04-06 15:11:02.813,521,1258,-26,-51,0,0,0,0
2026-04-06 15:11:02.848,521,1207,-63,-51,0,0,0,0
2026-04-06 15:11:02.887,520,1207,-63,-51,0,0,0,0
2026-04-06 15:11:02.926,520,1258,-64,-51,0,0,0,0
2026-04-06 15:11:02.965,517,1258,-64,-51,0,0,0,-1
2026-04-06 15:11:03.004,517,1211,-64,-51,0,0,-1,-1
2026-04-06 15:11:03.046,524,1211,-128,-51,0,0,-1,-1
2026-04-06 15:11:03.085,524,1250,-128,-51,0,0,-1,-1
2026-04-06 15:11:03.129,501,1210,-50,-51,0,0,-1,-1
2026-04-06 15:11:03.155,501,1210,-50,-51,0,0,-1,-1
2026-04-06 15:11:03.183,501,1210,-50,-51,0,0,-1,-1
2026-04-06 15:11:03.221,501,1243,-133,-51,0,0,-1,-1
2026-04-06 15:11:03.260,467,1243,-133,-51,0,0,-1,-1
2026-04-06 15:11:03.299,467,1217,-132,-51,0,0,-1,-1
2026-04-06 15:11:03.340,439,1217,-132,-51,0,0,-1,-1
2026-04-06 15:11:03.379,439,1203,-132,-51,0,0,-1,-1
2026-04-06 15:11:03.422,372,1233,-124,-51,0,0,-1,-1
