timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-06 15:08:26.168,259,1328,291,-393,0,0,0,0
2026-04-06 15:08:26.210,259,1328,275,-392,0,0,0,0
2026-04-06 15:08:26.252,259,1328,288,-392,0,0,0,0
2026-04-06 15:08:26.304,259,1345,288,-392,0,0,0,0
2026-04-06 15:08:26.347,259,1345,258,-392,0,0,0,0
2026-04-06 15:08:26.387,259,1345,270,-393,0,0,0,0
2026-04-06 15:08:26.448,259,1345,270,-394,0,0,0,0
2026-04-06 15:08:26.487,259,1319,269,-394,0,0,0,0
2026-04-06 15:08:26.526,259,1319,269,-393,0,0,0,0
2026-04-06 15:08:26.565,259,1330,281,-393,0,0,0,0
2026-04-06 15:08:26.605,259,1330,280,-393,0,0,0,0
2026-04-06 15:08:26.648,259,1348,280,-392,0,0,0,0
2026-04-06 15:08:26.687,259,1348,277,-392,0,0,0,0
2026-04-06 15:08:26.726,259,1348,277,-392,0,0,0,0
2026-04-06 15:08:26.763,259,1329,286,-392,0,0,0,0
2026-04-06 15:08:26.802,259,1329,286,-392,0,0,0,0
2026-04-06 15:08:26.848,259,1342,290,-392,0,0,0,0
2026-04-06 15:08:26.887,259,1342,290,-393,0,0,0,0
2026-04-06 15:08:26.927,259,1342,277,-393,0,0,0,0
2026-04-06 15:08:26.966,259,1317,275,-393,0,0,0,0
2026-04-06 15:08:27.006,259,1317,275,-391,0,0,0,0
2026-04-06 15:08:27.051,259,1314,291,-391,0,0,0,0
2026-04-06 15:08:27.099,259,1314,291,-393,0,0,0,0
2026-04-06 15:08:27.143,259,1324,264,-393,0,0,0,0
2026-04-06 15:08:27.183,259,1324,286,-391,0,0,0,0
2026-04-06 15:08:27.222,259,1324,286,-391,0,0,0,0
2026-04-06 15:08:27.278,259,1330,269,-391,0,0,0,0
2026-04-06 15:08:27.318,259,1330,269,-393,0,0,0,0
2026-04-06 15:08:27.357,259,1341,289,-393,0,0,0,0
2026-04-06 15:08:27.397,259,1341,278,-393,0,0,0,0
2026-04-06 15:08:27.458,259,1338,278,-394,0,0,0,0
2026-04-06 15:08:27.501,259,1338,274,-394,0,0,0,0
2026-04-06 15:08:27.541,259,1321,267,-392,0,0,0,0
2026-04-06 15:08:27.580,259,1321,267,-390,0,0,0,0
2026-04-06 15:08:27.619,259,1329,269,-390,0,0,0,0
2026-04-06 15:08:27.658,259,1329,269,-393,0,0,0,0
2026-04-06 15:08:27.703,259,1332,271,-393,0,0,0,0
2026-04-06 15:08:27.742,259,1332,271,-394,0,0,0,0
2026-04-06 15:08:27.782,259,1332,283,-394,0,0,0,0
2026-04-06 15:08:27.825,259,1340,274,-392,0,0,0,0
2026-04-06 15:08:27.864,259,1340,274,-392,0,0,0,0
2026-04-06 15:08:27.908,259,1329,277,-391,0,0,0,0
2026-04-06 15:08:27.947,259,1329,277,-391,0,0,0,0
2026-04-06 15:08:27.986,259,1329,281,-391,0,0,0,0
2026-04-06 15:08:28.025,259,1325,281,-393,0,0,0,0
2026-04-06 15:08:28.064,259,1325,281,-393,0,0,0,0
2026-04-06 15:08:28.139,259,1342,281,-393,0,0,0,0
2026-04-06 15:08:28.179,259,1342,281,-393,0,0,0,0
2026-04-06 15:08:28.222,259,1331,272,-393,0,0,0,0
2026-04-06 15:08:28.264,259,1331,293,-393,0,0,0,0
2026-04-06 15:08:28.305,259,1341,293,-391,0,0,0,0
2026-04-06 15:08:28.576,259,1336,287,-391,1,0,0,0
2026-04-06 15:08:28.613,259,1336,287,-392,1,0,0,0
2026-04-06 15:08:28.653,259,1336,281,-392,1,0,0,0
2026-04-06 15:08:28.692,259,1350,283,-391,1,0,0,0
2026-04-06 15:08:28.731,259,1350,283,-392,1,0,0,0
2026-04-06 15:08:28.776,259,1328,275,-392,1,0,0,0
2026-04-06 15:08:28.815,259,1328,275,-392,1,0,0,0
2026-04-06 15:08:28.854,259,1328,285,-392,1,0,0,0
2026-04-06 15:08:28.893,259,1348,285,-392,1,0,0,0
2026-04-06 15:08:28.933,259,1348,260,-392,1,0,0,0
2026-04-06 15:08:28.972,259,1331,260,-391,1,0,0,0
2026-04-06 15:08:29.011,259,1331,283,-391,1,0,0,0
2026-04-06 15:08:29.050,259,1332,273,-392,1,0,0,0
2026-04-06 15:08:29.089,259,1332,273,-392,1,0,0,0
2026-04-06 15:08:29.129,259,1332,282,-392,1,0,0,0
2026-04-06 15:08:29.186,259,1332,282,-391,1,0,0,0
2026-04-06 15:08:29.226,259,1332,287,-391,1,0,0,0
2026-04-06 15:08:29.265,259,1319,266,-392,1,0,0,0
2026-04-06 15:08:29.305,259,1319,266,-393,1,0,0,0
2026-04-06 15:08:29.341,259,1317,276,-393,1,0,0,0
2026-04-06 15:08:29.369,259,1317,276,-393,1,0,0,0
2026-04-06 15:08:29.397,259,1317,276,-392,1,0,0,0
2026-04-06 15:08:29.423,259,1317,271,-392,1,0,0,0
2026-04-06 15:08:29.452,259,1341,271,-392,1,0,0,0
2026-04-06 15:08:29.479,259,1341,286,-392,1,0,0,0
2026-04-06 15:08:29.512,259,1341,286,-392,1,0,0,0
2026-04-06 15:08:29.551,259,1345,286,-391,1,0,0,0
2026-04-06 15:08:29.590,259,1345,272,-391,1,0,0,0
2026-04-06 15:08:29.631,259,1349,279,-392,1,0,0,0
2026-04-06 15:08:29.672,259,1349,279,-391,1,0,0,0
2026-04-06 15:08:29.712,259,1349,280,-391,1,0,0,0
2026-04-06 15:08:29.737,259,1328,280,-391,1,0,0,0
2026-04-06 15:08:29.765,259,1328,280,-391,1,0,0,0
2026-04-06 15:08:29.792,259,1328,265,-391,1,0,0,0
2026-04-06 15:08:29.818,259,1342,265,-393,1,0,-1,-1
2026-04-06 15:08:29.857,259,1342,268,-393,1,0,-1,1
2026-04-06 15:08:29.890,259,1342,268,-392,1,0,-1,1
2026-04-06 15:08:29.929,259,1342,272,-392,1,0,-1,1
2026-04-06 15:08:29.968,259,1342,272,-396,1,0,-1,1
2026-04-06 15:08:30.007,259,1342,287,-396,1,0,-1,-1
2026-04-06 15:08:30.049,259,1346,287,-404,1,0,-1,-1
2026-04-06 15:08:30.094,259,1346,278,-404,1,0,-1,-1
2026-04-06 15:08:30.120,259,1342,278,-406,1,0,-1,-1
2026-04-06 15:08:30.147,259,1342,279,-406,1,0,-1,-1
2026-04-06 15:08:30.174,259,1342,279,-397,1,0,-1,-1
2026-04-06 15:08:30.209,259,1327,301,-397,1,0,-1,-1
2026-04-06 15:08:30.236,259,1327,301,-397,1,0,-1,-1
2026-04-06 15:08:30.272,259,1327,296,-408,1,0,-1,-1
2026-04-06 15:08:30.311,259,1327,296,-408,1,0,-1,-1
2026-04-06 15:08:30.350,259,1327,315,-462,1,0,-1,-1
2026-04-06 15:08:30.392,259,1331,315,-444,1,0,-1,-1
2026-04-06 15:08:30.432,259,1331,303,-444,1,0,-1,-1
2026-04-06 15:08:30.467,259,1331,303,-451,1,0,-1,-1
2026-04-06 15:08:30.492,259,1326,308,-451,1,0,-1,-1
2026-04-06 15:08:30.519,259,1326,308,-451,1,0,-1,-1
2026-04-06 15:08:30.555,259,1326,308,-440,1,0,-1,-1
2026-04-06 15:08:30.582,259,1326,277,-440,1,0,-1,-1
2026-04-06 15:08:30.608,259,1318,277,-442,1,0,-1,-1
2026-04-06 15:08:30.642,259,1318,309,-442,1,0,-1,-1
2026-04-06 15:08:30.685,259,1331,309,-446,1,0,-1,-1
2026-04-06 15:08:30.727,259,1331,309,-446,1,0,-1,-1
2026-04-06 15:08:30.766,259,1331,309,-447,1,0,-1,-1
2026-04-06 15:08:30.806,259,1328,281,-447,1,0,-1,-1
2026-04-06 15:08:30.835,259,1328,281,-439,1,0,-1,-1
2026-04-06 15:08:30.860,259,1328,275,-439,1,0,-1,-1
2026-04-06 15:08:30.915,259,1344,275,-450,1,0,-1,-1
2026-04-06 15:08:30.957,259,1344,291,-450,1,0,-1,-1
2026-04-06 15:08:30.997,259,1339,-343,-376,1,0,1,-1
2026-04-06 15:08:31.052,259,1339,-343,-572,1,0,1,-1
2026-04-06 15:08:31.110,264,1316,-140,-537,1,0,1,-1
2026-04-06 15:08:31.164,264,1321,-131,-537,1,0,1,-1
2026-04-06 15:08:31.205,264,1321,-131,-293,1,0,1,-1
2026-04-06 15:08:31.249,264,1321,-123,-311,1,0,1,-1
2026-04-06 15:08:31.280,264,1343,-123,-311,1,0,1,-1
2026-04-06 15:08:31.306,264,1343,-123,-311,1,0,1,-1
2026-04-06 15:08:31.367,264,1348,-96,-315,1,0,1,-1
2026-04-06 15:08:31.406,264,1348,-96,-309,1,0,1,-1
2026-04-06 15:08:31.446,264,1348,-96,-309,1,0,1,-1
2026-04-06 15:08:31.488,264,1344,-96,-309,1,0,1,-1
2026-04-06 15:08:31.564,264,1341,-5,-381,1,0,1,-1
2026-04-06 15:08:31.592,264,1341,-5,-375,1,0,-1,-1
2026-04-06 15:08:31.617,264,1341,-3,-375,1,0,-1,-1
2026-04-06 15:08:31.647,264,1341,-3,-375,1,0,-1,-1
2026-04-06 15:08:31.677,264,1341,-3,-377,1,0,-1,-1
2026-04-06 15:08:31.703,264,1341,-5,-377,1,0,-1,-1
2026-04-06 15:08:31.743,264,1314,-5,-382,1,0,-1,-1
2026-04-06 15:08:31.783,264,1314,-5,-382,1,0,-1,-1
2026-04-06 15:08:31.828,264,1314,-5,-395,1,0,-1,-1
2026-04-06 15:08:31.868,264,1315,-49,-395,1,0,-1,-1
2026-04-06 15:08:31.907,264,1315,-49,-393,1,0,-1,-1
2026-04-06 15:08:31.939,264,1346,-49,-393,1,0,-1,-1
2026-04-06 15:08:31.965,264,1346,-49,-393,1,0,-1,-1
2026-04-06 15:08:31.990,264,1346,-49,-393,1,0,-1,-1
2026-04-06 15:08:32.017,264,1346,-49,-415,1,0,-1,-1
2026-04-06 15:08:32.043,264,1318,-49,-415,1,0,-1,-1
2026-04-06 15:08:32.085,264,1318,-49,-415,1,0,-1,-1
2026-04-06 15:08:32.122,264,1345,-49,-423,1,0,-1,-1
2026-04-06 15:08:32.162,264,1345,-49,-423,1,0,-1,-1
2026-04-06 15:08:32.201,264,1345,-49,-423,1,0,-1,-1
2026-04-06 15:08:32.241,264,1333,-49,-427,1,0,-1,-1
2026-04-06 15:08:32.285,264,1333,-49,-427,1,0,-1,-1
2026-04-06 15:08:32.328,264,1329,-49,-409,1,0,-1,-1
2026-04-06 15:08:32.366,264,1329,-1,-409,1,0,-1,0
2026-04-06 15:08:32.400,264,1329,-1,-417,1,0,-1,0
2026-04-06 15:08:32.436,264,1335,-1,-417,1,0,-1,0
2026-04-06 15:08:32.474,264,1335,-1,-417,1,0,1,0
2026-04-06 15:08:32.505,264,1336,-1,-421,1,0,1,-1
2026-04-06 15:08:32.538,264,1336,-1,-421,1,0,1,-1
2026-04-06 15:08:32.577,264,1336,-1,-421,1,0,1,-1
2026-04-06 15:08:32.615,264,1320,-1,-415,1,0,1,-1
2026-04-06 15:08:32.647,264,1320,-1,-415,1,0,1,-1
2026-04-06 15:08:32.694,264,1320,-1,-425,1,0,1,-1
2026-04-06 15:08:32.736,264,1330,-1,-425,1,0,1,-1
2026-04-06 15:08:32.777,264,1330,-1,-425,1,0,1,-1
2026-04-06 15:08:32.820,264,1345,-100,-461,1,0,1,-1
2026-04-06 15:08:32.882,264,1345,-100,-492,1,0,1,-1
2026-04-06 15:08:32.933,264,1346,-86,-343,1,0,1,0
2026-04-06 15:08:32.978,264,1346,-50,-343,1,0,1,1
2026-04-06 15:08:33.028,264,1336,-50,-312,1,0,1,1
2026-04-06 15:08:33.060,264,1336,-19,-312,1,0,1,1
2026-04-06 15:08:33.096,264,1339,-19,-315,1,0,1,1
2026-04-06 15:08:33.128,264,1339,-44,-315,1,0,1,1
2026-04-06 15:08:33.159,264,1339,-44,-316,1,0,1,1
2026-04-06 15:08:33.195,264,1315,-128,-316,1,0,1,1
2026-04-06 15:08:33.265,264,1315,-128,-296,1,0,1,1
2026-04-06 15:08:33.304,264,1343,-128,-296,1,0,0,-1
2026-04-06 15:08:33.335,264,1343,-128,-388,1,0,-1,-1
2026-04-06 15:08:33.365,264,1343,-128,-388,1,0,-1,-1
2026-04-06 15:08:33.396,264,1321,-128,-388,1,0,-1,-1
2026-04-06 15:08:33.427,264,1321,-128,-382,1,0,-1,-1
2026-04-06 15:08:33.460,264,1321,-128,-382,1,0,-1,-1
2026-04-06 15:08:33.491,264,1320,-128,-382,1,0,-1,-1
2026-04-06 15:08:33.532,264,1320,-128,-386,1,0,-1,-1
2026-04-06 15:08:33.568,264,1340,-128,-386,1,0,-1,-1
2026-04-06 15:08:33.603,264,1340,-128,-389,1,0,-1,-1
2026-04-06 15:08:33.654,264,1340,-128,-389,1,0,-1,-1
2026-04-06 15:08:33.685,264,1328,-128,-389,1,0,-1,-1
2026-04-06 15:08:33.717,264,1328,-128,-404,1,0,-1,-1
2026-04-06 15:08:33.749,264,1328,-128,-404,1,0,-1,-1
2026-04-06 15:08:33.779,264,1323,-128,-404,1,0,-1,-1
2026-04-06 15:08:33.812,264,1323,-128,-400,1,0,-1,-1
2026-04-06 15:08:33.843,264,1323,-128,-400,1,0,-1,-1
2026-04-06 15:08:33.872,264,1337,-128,-400,1,0,-1,-1
2026-04-06 15:08:33.902,264,1337,-128,-422,1,0,-1,-1
2026-04-06 15:08:33.938,264,1337,-128,-422,1,0,-1,0
2026-04-06 15:08:33.985,264,1299,-128,-414,1,0,-1,0
2026-04-06 15:08:34.020,264,1299,-128,-414,1,0,-1,1
2026-04-06 15:08:34.055,264,1331,-128,-414,1,0,-1,1
2026-04-06 15:08:34.088,264,1331,-128,-419,1,0,-1,0
2026-04-06 15:08:34.122,264,1331,-128,-419,1,0,-1,0
2026-04-06 15:08:34.156,264,1347,-128,-419,1,0,-1,0
2026-04-06 15:08:34.186,264,1347,-128,-411,1,0,-1,-1
2026-04-06 15:08:34.217,264,1347,-128,-411,1,0,-1,-1
2026-04-06 15:08:34.248,264,1317,-128,-411,1,0,-1,-1
2026-04-06 15:08:34.279,264,1317,-128,-416,1,0,-1,0
2026-04-06 15:08:34.324,264,1317,-128,-416,1,0,-1,0
2026-04-06 15:08:34.353,264,1348,-128,-416,1,0,-1,0
2026-04-06 15:08:34.384,264,1348,-128,-416,1,0,1,0
2026-04-06 15:08:34.416,264,1348,-128,-416,1,0,1,0
2026-04-06 15:08:34.447,264,1341,-128,-416,1,0,1,-1
2026-04-06 15:08:34.480,264,1341,-128,-413,1,0,1,0
2026-04-06 15:08:34.514,264,1341,-128,-413,1,0,1,-1
2026-04-06 15:08:34.550,264,1338,-128,-413,1,0,1,1
2026-04-06 15:08:34.587,264,1338,-128,-415,1,0,1,1
2026-04-06 15:08:34.625,264,1330,-128,-415,1,0,1,1
2026-04-06 15:08:34.666,264,1330,-128,-411,1,0,1,1
2026-04-06 15:08:34.702,264,1330,-128,-411,1,0,0,1
2026-04-06 15:08:34.736,264,1342,-128,-411,1,0,0,1
2026-04-06 15:08:34.767,264,1342,-128,-413,1,0,0,1
2026-04-06 15:08:34.798,264,1342,-128,-413,1,0,0,1
2026-04-06 15:08:34.830,264,1327,-128,-413,1,0,0,1
2026-04-06 15:08:34.860,264,1327,-128,-414,1,0,0,-1
2026-04-06 15:08:34.889,264,1327,-128,-414,1,0,0,-1
2026-04-06 15:08:34.924,264,1337,-128,-414,1,0,0,-1
2026-04-06 15:08:34.964,264,1337,-128,-436,1,0,0,-1
2026-04-06 15:08:35.014,264,1327,-128,-436,1,0,0,-1
2026-04-06 15:08:35.050,264,1327,-128,-435,1,0,0,-1
2026-04-06 15:08:35.084,264,1327,-128,-435,1,0,0,-1
2026-04-06 15:08:35.116,264,1316,-128,-435,1,0,0,-1
2026-04-06 15:08:35.149,264,1316,-128,-429,1,0,0,-1
2026-04-06 15:08:35.190,264,1316,-128,-429,1,0,0,-1
2026-04-06 15:08:35.230,264,1341,-128,-429,1,0,0,-1
2026-04-06 15:08:35.270,264,1341,-128,-434,1,0,-1,-1
2026-04-06 15:08:35.313,264,1340,-128,-434,1,0,-1,-1
2026-04-06 15:08:35.353,264,1340,-128,-432,1,0,-1,-1
2026-04-06 15:08:35.401,264,1345,-128,-432,1,0,-1,-1
2026-04-06 15:08:35.447,264,1345,-128,-431,1,0,-1,-1
2026-04-06 15:08:35.492,264,1347,-128,-431,1,0,-1,-1
2026-04-06 15:08:35.536,264,1347,-128,-432,1,0,-1,0
2026-04-06 15:08:35.579,264,1315,-128,-432,1,0,0,1
2026-04-06 15:08:35.622,264,1315,-128,-431,1,0,1,1
2026-04-06 15:08:35.664,264,1315,-128,-431,1,0,1,1
2026-04-06 15:08:35.706,264,1348,-128,-431,1,0,1,1
2026-04-06 15:08:35.747,264,1348,-128,-431,1,0,1,1
2026-04-06 15:08:35.788,264,1328,-128,-431,1,0,1,1
2026-04-06 15:08:35.849,264,1328,-128,-428,1,0,1,1
2026-04-06 15:08:35.889,264,1318,-128,-428,1,0,1,1
2026-04-06 15:08:35.930,264,1318,-128,-445,1,0,1,1
2026-04-06 15:08:35.969,264,1341,-128,-445,1,0,1,1
2026-04-06 15:08:36.009,264,1341,-128,-430,1,0,1,0
2026-04-06 15:08:36.051,264,1341,-128,-430,1,0,1,0
2026-04-06 15:08:36.093,264,1351,-128,-430,1,0,1,0
2026-04-06 15:08:36.132,264,1351,-128,-431,1,0,1,0
2026-04-06 15:08:36.174,264,1325,-128,-431,1,0,1,0
2026-04-06 15:08:36.217,264,1325,-128,-440,1,0,1,-1
2026-04-06 15:08:36.270,264,1323,-128,-440,1,0,1,-1
2026-04-06 15:08:36.318,264,1323,-128,-436,1,0,1,0
2026-04-06 15:08:36.361,264,1343,-128,-436,1,0,1,0
2026-04-06 15:08:36.405,264,1343,-128,-439,1,0,1,-1
2026-04-06 15:08:36.447,264,1347,-128,-439,1,0,1,-1
2026-04-06 15:08:36.492,264,1347,-128,-442,1,0,1,-1
2026-04-06 15:08:36.534,264,1347,-128,-442,1,0,1,-1
2026-04-06 15:08:36.574,264,1354,-128,-442,1,0,1,-1
2026-04-06 15:08:36.613,264,1354,-128,-429,1,0,1,-1
2026-04-06 15:08:36.658,264,1313,-128,-429,1,0,1,-1
2026-04-06 15:08:36.723,264,1313,-128,-438,1,0,1,-1
2026-04-06 15:08:36.768,264,1330,-128,-438,1,0,1,0
2026-04-06 15:08:36.815,264,1330,-128,-434,1,0,1,-1
2026-04-06 15:08:36.857,264,1343,-128,-434,1,0,1,-1
2026-04-06 15:08:36.898,264,1343,-128,-435,1,0,-1,-1
2026-04-06 15:08:36.944,264,1326,-128,-435,1,0,-1,-1
2026-04-06 15:08:36.984,264,1326,-128,-436,1,0,-1,-1
2026-04-06 15:08:37.024,264,1318,-128,-436,1,0,-1,-1
