timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code,axis1_pos_rel,compensated_fn1,confidence_fn1,zero_estimate_fn1
2026-04-07 10:02:04.990,-759,437,21952,0,0,0,0,0,-77.999737,0.000000,1.000000,437.000000
2026-04-07 10:02:05.044,-753,571,21952,0,0,0,0,0,-77.999737,134.000000,1.000000,437.000000
2026-04-07 10:02:05.083,-750,571,21952,0,0,0,0,0,-77.999737,134.000000,1.000000,437.000000
2026-04-07 10:02:05.122,-750,431,21952,0,0,0,0,0,-77.999737,-6.000000,1.000000,437.000000
2026-04-07 10:02:05.158,-754,431,21952,0,0,0,0,0,-77.999737,-6.000000,1.000000,437.000000
2026-04-07 10:02:05.197,-754,543,21952,0,0,0,0,0,-77.999737,106.000000,1.000000,437.000000
2026-04-07 10:02:05.240,-756,440,21952,0,0,0,0,0,-77.999737,3.000000,1.000000,437.000000
2026-04-07 10:02:05.284,-754,440,21952,0,0,0,0,0,-77.999737,3.000000,1.000000,437.000000
2026-04-07 10:02:05.323,-754,460,21952,0,0,0,0,0,-77.999737,23.000000,1.000000,437.000000
2026-04-07 10:02:05.365,-750,460,21952,0,0,0,0,0,-77.999737,23.000000,1.000000,437.000000
2026-04-07 10:02:05.406,-750,472,21952,0,0,0,0,0,-77.999737,35.000000,1.000000,437.000000
2026-04-07 10:02:05.464,-753,572,21952,0,0,0,0,0,-77.999737,135.000000,1.000000,437.000000
2026-04-07 10:02:05.501,-751,572,21952,0,0,0,0,0,-77.999737,135.000000,1.000000,437.000000
2026-04-07 10:02:05.541,-751,465,21952,0,0,0,0,0,-77.999737,28.000000,1.000000,437.000000
2026-04-07 10:02:05.580,-755,465,21952,0,0,0,0,0,-77.999737,28.000000,1.000000,437.000000
2026-04-07 10:02:05.620,-755,450,21952,0,0,0,0,0,-77.999737,13.000000,1.000000,437.000000
2026-04-07 10:02:05.661,-752,450,21952,0,0,0,0,0,-77.999737,13.000000,1.000000,437.000000
2026-04-07 10:02:05.700,-752,544,21952,0,0,0,0,0,-77.999737,107.000000,1.000000,437.000000
2026-04-07 10:02:05.740,-749,544,21952,0,0,0,0,0,-77.999737,107.000000,1.000000,437.000000
2026-04-07 10:02:05.780,-749,469,21952,0,0,0,0,0,-77.999737,16.295000,1.000000,452.705000
2026-04-07 10:02:05.819,-746,513,21952,0,0,0,0,0,-77.999737,60.295000,1.000000,452.705000
2026-04-07 10:02:05.868,-753,513,21952,0,0,0,0,0,-77.999737,60.295000,1.000000,452.705000
2026-04-07 10:02:05.894,-753,467,21952,0,0,0,0,0,-77.999737,14.295000,1.000000,452.705000
2026-04-07 10:02:05.921,-753,467,21952,0,0,0,0,0,-77.999737,14.295000,1.000000,452.705000
2026-04-07 10:02:05.948,-751,467,21952,0,0,0,0,0,-77.999737,14.295000,1.000000,452.705000
2026-04-07 10:02:05.974,-751,547,21952,0,0,0,0,0,-77.999737,94.295000,1.000000,452.705000
2026-04-07 10:02:06.002,-749,547,21952,0,0,0,0,0,-77.999737,94.295000,1.000000,452.705000
2026-04-07 10:02:06.029,-749,547,21952,0,0,0,0,0,-77.999737,94.295000,1.000000,452.705000
2026-04-07 10:02:06.065,-749,562,21952,0,0,0,0,0,-77.999737,109.295000,1.000000,452.705000
2026-04-07 10:02:06.104,-755,428,21952,0,0,0,0,0,-77.999737,-24.705000,1.000000,452.705000
2026-04-07 10:02:06.144,-749,428,21952,0,0,0,0,0,-77.999737,-24.705000,1.000000,452.705000
2026-04-07 10:02:06.189,-749,568,21952,0,0,0,0,0,-77.999737,115.295000,1.000000,452.705000
2026-04-07 10:02:06.228,-752,568,21952,0,0,0,0,0,-77.999737,115.295000,1.000000,452.705000
2026-04-07 10:02:06.254,-752,438,21952,0,0,0,0,0,-77.999737,-14.705000,1.000000,452.705000
2026-04-07 10:02:06.280,-752,438,21952,0,0,0,0,0,-77.999737,-14.705000,1.000000,452.705000
2026-04-07 10:02:06.306,-751,438,21952,0,0,0,0,0,-77.999737,-14.705000,1.000000,452.705000
2026-04-07 10:02:06.334,-751,438,21952,0,0,0,0,0,-77.999737,-14.705000,1.000000,452.705000
2026-04-07 10:02:06.372,-749,438,21952,0,0,0,0,0,-77.999737,-14.705000,1.000000,452.705000
2026-04-07 10:02:06.397,-749,470,21952,0,0,0,0,0,-77.999737,17.295000,1.000000,452.705000
2026-04-07 10:02:06.434,-748,470,21952,0,0,0,0,0,-77.999737,6.826500,1.000000,463.173500
2026-04-07 10:02:06.473,-748,535,21952,0,0,0,0,0,-77.999737,71.826500,1.000000,463.173500
2026-04-07 10:02:06.528,-753,535,21952,0,0,0,0,0,-77.999737,71.826500,1.000000,463.173500
2026-04-07 10:02:06.567,-753,458,21952,0,0,0,0,0,-77.999737,-5.173500,1.000000,463.173500
2026-04-07 10:02:06.603,-753,458,21952,0,0,0,0,0,-77.999737,-5.173500,1.000000,463.173500
2026-04-07 10:02:06.632,-753,443,21952,0,0,0,0,0,-77.999737,-20.173500,1.000000,463.173500
2026-04-07 10:02:06.658,-757,443,21952,0,0,0,0,0,-77.999737,-20.173500,1.000000,463.173500
