timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-06 10:42:07.931,-329,825,-242,259,0,0,0,0
2026-04-06 10:42:07.974,-329,819,-242,258,0,0,0,0
2026-04-06 10:42:08.016,-330,819,-266,258,0,0,0,0
2026-04-06 10:42:08.059,820,817,-266,259,0,0,0,0
2026-04-06 10:42:08.098,820,815,-251,259,0,0,0,0
2026-04-06 10:42:08.138,-346,815,-216,259,0,0,0,0
2026-04-06 10:42:08.179,-346,-334,-216,258,0,0,0,0
2026-04-06 10:42:08.218,-330,-334,-305,258,0,0,0,0
2026-04-06 10:42:08.278,820,819,-305,257,0,0,0,0
2026-04-06 10:42:08.317,820,826,-226,257,0,0,0,0
2026-04-06 10:42:08.362,-329,826,-352,257,0,0,0,0
2026-04-06 10:42:08.403,-329,823,-352,259,0,0,0,0
2026-04-06 10:42:08.442,-334,823,-348,259,0,0,0,0
2026-04-06 10:42:08.514,-344,820,-283,258,0,0,0,0
2026-04-06 10:42:08.556,-344,818,-283,260,0,0,0,0
2026-04-06 10:42:08.595,-327,818,-317,260,0,0,0,0
2026-04-06 10:42:08.636,-350,818,-317,261,0,0,0,0
2026-04-06 10:42:08.674,-350,818,-309,261,0,0,0,0
2026-04-06 10:42:08.719,-350,818,-333,261,0,0,0,0
2026-04-06 10:42:08.762,815,818,-333,262,0,0,0,0
2026-04-06 10:42:08.803,815,823,-306,262,0,0,0,0
2026-04-06 10:42:08.843,-324,823,-306,259,0,0,0,0
2026-04-06 10:42:08.881,-324,823,-237,259,0,0,0,0
2026-04-06 10:42:08.922,-330,823,-237,259,0,0,0,0
2026-04-06 10:42:08.967,-330,-343,-331,259,0,0,0,0
2026-04-06 10:42:09.014,-326,826,-229,258,0,0,0,0
2026-04-06 10:42:09.057,-325,826,-229,260,0,0,0,0
2026-04-06 10:42:09.099,-325,821,-339,260,0,0,0,0
2026-04-06 10:42:09.159,-330,812,-268,260,0,0,0,0
2026-04-06 10:42:09.207,-333,812,-268,259,0,0,0,0
2026-04-06 10:42:09.248,-333,820,-377,259,0,0,0,0
2026-04-06 10:42:09.287,-329,820,-377,258,0,0,0,0
2026-04-06 10:42:09.330,-332,812,-218,257,0,0,0,0
2026-04-06 10:42:09.373,-332,821,-329,257,0,0,0,0
2026-04-06 10:42:09.413,-345,821,-329,260,0,0,0,0
2026-04-06 10:42:09.453,-345,812,-272,260,0,0,0,0
2026-04-06 10:42:09.492,-333,812,-272,259,0,0,0,0
2026-04-06 10:42:09.531,-333,822,-294,259,0,0,0,0
2026-04-06 10:42:09.580,-328,818,-258,259,0,0,0,0
2026-04-06 10:42:09.616,-328,818,-258,259,0,0,0,0
2026-04-06 10:42:09.650,-328,814,-288,259,0,0,0,0
2026-04-06 10:42:09.683,-328,814,-288,259,0,0,0,0
2026-04-06 10:42:09.712,-330,814,-288,259,0,0,0,0
2026-04-06 10:42:09.746,-330,824,-300,259,0,0,0,0
2026-04-06 10:42:09.778,-331,824,-300,260,0,0,0,0
2026-04-06 10:42:09.815,-331,825,-247,260,0,0,0,0
2026-04-06 10:42:09.847,-347,825,-247,261,0,0,0,0
2026-04-06 10:42:09.878,-347,814,-345,261,0,0,0,0
2026-04-06 10:42:09.923,-328,814,-345,259,0,0,0,0
2026-04-06 10:42:09.956,-328,823,-316,259,0,0,0,0
2026-04-06 10:42:09.991,-346,823,-316,258,0,0,0,0
2026-04-06 10:42:10.026,-346,818,-288,258,0,0,0,0
2026-04-06 10:42:10.057,-325,818,-288,258,0,0,0,0
2026-04-06 10:42:10.091,-325,820,-252,258,0,0,0,0
2026-04-06 10:42:10.121,-325,820,-252,259,0,0,0,0
2026-04-06 10:42:10.152,-331,820,-252,259,0,0,0,0
2026-04-06 10:42:10.199,-325,824,-214,259,0,0,0,0
2026-04-06 10:42:10.228,-325,829,-324,259,0,0,0,0
2026-04-06 10:42:10.269,-332,829,-324,259,0,0,0,-1
