timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-06 15:03:24.675,-259,747,322,-415,0,0,0,0
2026-04-06 15:03:24.718,-259,653,324,-415,0,0,0,1
2026-04-06 15:03:24.760,-263,653,324,-415,0,0,0,1
2026-04-06 15:03:24.789,-263,694,322,-415,0,0,0,1
2026-04-06 15:03:24.822,-265,694,322,-413,0,0,0,1
2026-04-06 15:03:24.851,-265,758,314,-413,0,0,-1,1
2026-04-06 15:03:24.890,-266,758,314,-414,0,0,-1,1
2026-04-06 15:03:24.929,-266,657,335,-414,0,0,-1,1
2026-04-06 15:03:24.969,-250,657,335,-412,0,0,-1,1
2026-04-06 15:03:25.027,-250,688,314,-412,0,0,-1,0
2026-04-06 15:03:25.066,-262,646,319,-413,0,0,-1,0
2026-04-06 15:03:25.105,-252,646,319,-416,0,0,-1,0
2026-04-06 15:03:25.136,-252,682,324,-416,0,0,-1,-1
2026-04-06 15:03:25.163,-252,682,324,-416,0,0,-1,-1
2026-04-06 15:03:25.193,-258,682,324,-413,0,0,-1,-1
2026-04-06 15:03:25.223,-258,678,331,-413,0,0,-1,-1
2026-04-06 15:03:25.262,-260,678,331,-411,0,0,-1,0
2026-04-06 15:03:25.301,-260,677,317,-411,0,0,-1,1
2026-04-06 15:03:25.340,-273,677,317,-413,0,0,-1,1
2026-04-06 15:03:25.411,-333,653,312,-418,0,0,-1,1
2026-04-06 15:03:25.455,-333,709,312,-418,0,0,-1,1
2026-04-06 15:03:25.499,-326,688,326,-417,0,0,-1,1
2026-04-06 15:03:25.531,-326,688,326,-417,0,0,-1,-1
2026-04-06 15:03:25.559,-274,688,326,-423,0,0,-1,-1
2026-04-06 15:03:25.595,-274,647,321,-423,0,0,-1,-1
2026-04-06 15:03:25.634,-301,647,321,-416,0,0,-1,-1
2026-04-06 15:03:25.673,-301,677,311,-416,0,0,-1,0
2026-04-06 15:03:25.713,-284,645,320,-416,0,0,-1,-1
2026-04-06 15:03:25.753,-250,645,320,-425,0,0,-1,-1
2026-04-06 15:03:25.797,-250,707,317,-425,0,0,-1,-1
2026-04-06 15:03:25.836,-226,707,317,-421,0,0,-1,-1
2026-04-06 15:03:25.875,-226,648,311,-421,0,0,-1,-1
2026-04-06 15:03:25.915,-221,648,311,-417,0,0,-1,0
2026-04-06 15:03:25.941,-221,684,331,-417,0,0,-1,0
2026-04-06 15:03:25.984,-237,684,331,-420,0,0,-1,0
2026-04-06 15:03:26.023,-237,681,323,-420,0,0,-1,-1
2026-04-06 15:03:26.062,-233,681,323,-415,0,0,-1,-1
2026-04-06 15:03:26.102,-233,683,318,-415,0,0,-1,0
2026-04-06 15:03:26.141,-244,683,318,-413,0,0,-1,0
2026-04-06 15:03:26.221,-233,685,307,-415,0,0,-1,0
2026-04-06 15:03:26.265,-237,685,307,-415,0,0,-1,0
2026-04-06 15:03:26.303,-237,727,333,-415,0,0,-1,0
2026-04-06 15:03:26.342,-232,727,333,-420,0,0,-1,0
2026-04-06 15:03:26.381,-232,739,326,-420,0,0,1,0
2026-04-06 15:03:26.426,-248,739,326,-416,0,0,1,0
2026-04-06 15:03:26.466,-248,681,326,-416,0,0,1,0
2026-04-06 15:03:26.509,-241,679,334,-416,0,0,1,0
2026-04-06 15:03:26.559,-246,679,334,-416,0,0,1,1
2026-04-06 15:03:26.608,-246,731,317,-416,0,0,1,1
2026-04-06 15:03:26.666,-247,743,331,-417,0,0,1,1
2026-04-06 15:03:26.705,-266,743,331,-418,0,0,1,1
2026-04-06 15:03:26.744,-266,693,345,-418,0,0,1,1
2026-04-06 15:03:26.783,-220,693,345,-419,0,0,1,1
2026-04-06 15:03:26.823,-220,790,321,-419,0,0,1,1
2026-04-06 15:03:26.868,-218,688,325,-424,0,0,1,1
2026-04-06 15:03:26.934,-209,688,325,-413,0,0,1,1
2026-04-06 15:03:26.982,-199,815,300,-420,0,0,1,0
2026-04-06 15:03:27.021,-199,671,338,-420,0,0,1,-1
2026-04-06 15:03:27.060,-208,671,338,-417,0,0,1,-1
2026-04-06 15:03:27.129,-180,664,350,-423,0,0,1,-1
2026-04-06 15:03:27.169,-180,702,306,-423,0,0,1,-1
2026-04-06 15:03:27.209,-193,702,306,-420,0,0,1,-1
2026-04-06 15:03:27.257,-193,693,313,-420,0,0,1,-1
2026-04-06 15:03:27.308,-176,684,329,-419,0,0,1,0
2026-04-06 15:03:27.357,-201,684,329,-418,0,0,1,-1
