timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code,axis1_pos_rel,compensated_fn1,confidence_fn1,zero_estimate_fn1
2026-04-07 09:38:00.763,-120,667,21952,0,0,0,0,0,0.000000,0.000000,1.000000,667.000000
2026-04-07 09:38:00.804,-120,672,21952,0,0,0,0,0,0.000000,5.000000,1.000000,667.000000
2026-04-07 09:38:00.836,-108,672,21952,0,0,0,0,0,0.000000,5.000000,1.000000,667.000000
2026-04-07 09:38:00.862,-108,675,21952,0,0,0,0,0,0.000000,8.000000,1.000000,667.000000
2026-04-07 09:38:00.898,-102,675,21952,0,0,0,0,0,0.000000,8.000000,1.000000,667.000000
2026-04-07 09:38:00.924,-102,674,21952,0,0,0,0,0,0.000000,7.000000,1.000000,667.000000
2026-04-07 09:38:00.961,-121,674,21952,0,0,0,0,0,0.000000,7.000000,1.000000,667.000000
2026-04-07 09:38:01.000,-121,679,21952,0,0,0,0,-1,0.000000,12.000000,1.000000,667.000000
2026-04-07 09:38:01.042,-90,679,21952,0,0,0,0,-1,0.000000,12.000000,1.000000,667.000000
2026-04-07 09:38:01.090,-90,550,21952,0,0,0,0,-1,0.000000,-117.000000,1.000000,667.000000
2026-04-07 09:38:01.128,-75,550,21952,0,0,0,0,-1,0.000000,-117.000000,1.000000,667.000000
2026-04-07 09:38:01.164,-75,605,21952,0,0,0,0,-1,0.000000,-62.000000,1.000000,667.000000
2026-04-07 09:38:01.191,-266,605,21952,0,0,0,0,-1,0.000000,-62.000000,1.000000,667.000000
2026-04-07 09:38:01.218,-266,630,21952,0,0,0,0,-1,0.000000,-37.000000,1.000000,667.000000
2026-04-07 09:38:01.247,-310,630,21952,0,0,0,0,-1,0.000000,-37.000000,1.000000,667.000000
2026-04-07 09:38:01.274,-310,630,21952,0,0,0,0,-1,0.000000,-37.000000,1.000000,667.000000
2026-04-07 09:38:01.301,-310,558,21952,0,0,0,0,-1,0.000000,-109.000000,1.000000,667.000000
2026-04-07 09:38:01.342,-307,558,21952,0,0,0,0,-1,0.000000,-109.000000,1.000000,667.000000
2026-04-07 09:38:01.387,-307,590,21952,0,0,0,0,-1,0.000000,-77.000000,1.000000,667.000000
2026-04-07 09:38:01.450,-306,560,21952,0,0,0,0,-1,0.000000,-107.000000,1.000000,667.000000
2026-04-07 09:38:01.488,-291,560,21952,0,0,0,0,-1,0.000000,-107.000000,1.000000,667.000000
2026-04-07 09:38:01.527,-291,529,21952,0,0,0,0,-1,0.000000,-138.000000,1.000000,667.000000
2026-04-07 09:38:01.557,-265,529,21952,0,0,0,0,0,0.000000,-138.000000,1.000000,667.000000
2026-04-07 09:38:01.584,-265,530,21952,0,0,0,0,0,0.000000,-137.000000,1.000000,667.000000
2026-04-07 09:38:01.612,-273,530,21952,0,0,0,0,0,0.000000,-137.000000,1.000000,667.000000
2026-04-07 09:38:01.645,-273,625,21952,0,0,0,0,0,0.000000,-42.000000,1.000000,667.000000
2026-04-07 09:38:01.684,-304,625,21952,0,0,0,0,0,0.000000,-42.000000,1.000000,667.000000
2026-04-07 09:38:01.723,-304,516,21952,0,0,0,0,0,0.000000,-151.000000,1.000000,667.000000
2026-04-07 09:38:01.765,-259,516,21952,0,0,0,0,0,0.000000,-151.000000,1.000000,667.000000
2026-04-07 09:38:01.810,-259,546,21952,0,0,0,-1,1,-0.008220,-121.000000,1.000000,667.000000
2026-04-07 09:38:01.855,-278,650,21952,0,0,0,-1,1,-0.065914,-17.000000,1.000000,667.000000
2026-04-07 09:38:01.905,-297,650,21952,0,0,0,-1,1,-0.203016,-17.000000,1.000000,667.000000
2026-04-07 09:38:01.946,-297,622,21952,0,0,0,-1,1,-0.381528,-45.000000,1.000000,667.000000
2026-04-07 09:38:01.987,-275,622,21952,0,0,0,-1,1,-0.582994,-45.000000,1.000000,667.000000
2026-04-07 09:38:02.029,-275,623,21952,0,0,0,-1,1,-0.748943,-44.000000,1.000000,667.000000
2026-04-07 09:38:02.068,-266,623,21952,0,0,0,-1,1,-0.892869,-44.000000,1.000000,667.000000
2026-04-07 09:38:02.107,-266,608,21952,0,0,0,-1,1,-1.015858,-59.000000,1.000000,667.000000
2026-04-07 09:38:02.147,-297,520,21952,0,0,0,-1,1,-1.116668,-147.000000,1.000000,667.000000
2026-04-07 09:38:02.186,-303,520,21952,0,0,0,-1,1,-1.195455,-147.000000,1.000000,667.000000
2026-04-07 09:38:02.252,-303,537,21952,0,0,0,-1,1,-1.281997,-130.000000,1.000000,667.000000
2026-04-07 09:38:02.299,-266,511,21952,0,0,0,-1,0,-1.319995,-156.000000,1.000000,667.000000
2026-04-07 09:38:02.342,-279,511,21952,0,0,0,-1,0,-1.352564,-156.000000,1.000000,667.000000
2026-04-07 09:38:02.386,-279,505,21952,0,0,0,-1,0,-1.380481,-162.000000,1.000000,667.000000
2026-04-07 09:38:02.425,-263,505,21952,0,0,0,0,0,-1.390717,-162.000000,1.000000,667.000000
2026-04-07 09:38:02.467,-263,605,21952,0,0,0,0,0,-1.393044,-62.000000,1.000000,667.000000
2026-04-07 09:38:02.506,-300,583,21952,0,0,0,0,0,-1.393509,-84.000000,1.000000,667.000000
2026-04-07 09:38:02.545,-264,583,21952,0,0,0,0,0,-1.393664,-84.000000,1.000000,667.000000
2026-04-07 09:38:02.585,-264,506,21952,0,0,0,0,0,-1.393664,-161.000000,1.000000,667.000000
2026-04-07 09:38:02.636,-274,506,21952,0,0,0,0,0,-1.393664,-161.000000,1.000000,667.000000
2026-04-07 09:38:02.691,-291,530,21952,0,0,0,0,0,-1.393664,-137.000000,1.000000,667.000000
2026-04-07 09:38:02.731,-291,560,21952,0,0,0,0,0,-1.393664,-107.000000,1.000000,667.000000
