timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code
2026-04-06 16:51:57.423,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.472,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.524,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.564,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.606,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.645,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.684,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.724,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.753,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.795,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.822,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.848,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.875,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.903,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.931,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:57.969,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.008,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.047,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.086,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.120,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.151,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.178,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.204,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.230,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.259,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.286,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.312,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.350,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.400,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.454,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.489,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.516,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.543,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.570,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.598,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.630,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.667,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.705,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.744,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.803,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.838,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.864,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.890,-432,1574,-1,305,0,1,0,0
2026-04-06 16:51:58.916,-432,1574,-1,305,0,1,0,0
