timestamp,ft_1_value,fn_1_value,fn_2_value,ft_2_value,mode_code,reverse_code,push_pull_code,rot_sign_code,axis1_pos_rel,compensated_fn1,confidence_fn1,zero_estimate_fn1
2026-04-07 09:34:51.335,-279,545,21952,0,0,0,0,0,0.000000,0.000000,1.000000,545.000000
2026-04-07 09:34:51.399,-254,604,21952,0,0,0,0,0,0.000000,59.000000,1.000000,545.000000
2026-04-07 09:34:51.445,-280,604,21952,0,0,0,0,0,0.000000,59.000000,1.000000,545.000000
2026-04-07 09:34:51.481,-280,565,21952,0,0,0,0,0,0.000000,20.000000,1.000000,545.000000
2026-04-07 09:34:51.517,-289,565,21952,0,0,0,0,0,0.000000,20.000000,1.000000,545.000000
2026-04-07 09:34:51.556,-289,551,21952,0,0,0,0,0,0.000000,6.000000,1.000000,545.000000
2026-04-07 09:34:51.595,-282,551,21952,0,0,0,0,0,0.000000,6.000000,1.000000,545.000000
2026-04-07 09:34:51.634,-282,598,21952,0,0,0,0,0,-2.671008,53.000000,1.000000,545.000000
2026-04-07 09:34:51.674,-311,598,21952,0,0,0,0,0,-8.522505,53.000000,1.000000,545.000000
2026-04-07 09:34:51.722,-288,593,21952,0,0,0,0,0,-15.741764,48.000000,1.000000,545.000000
2026-04-07 09:34:51.761,-288,694,21952,0,0,0,0,0,-21.616369,149.000000,1.000000,545.000000
2026-04-07 09:34:51.800,-261,694,21952,0,0,0,0,0,-27.494542,149.000000,1.000000,545.000000
2026-04-07 09:34:51.841,-261,666,21952,0,0,0,0,0,-33.583485,121.000000,1.000000,545.000000
2026-04-07 09:34:51.873,-188,666,21952,0,0,0,0,0,-38.184313,121.000000,1.000000,545.000000
2026-04-07 09:34:51.913,-188,721,21952,0,0,0,0,0,-44.129020,176.000000,1.000000,545.000000
2026-04-07 09:34:51.952,-6,721,21952,0,0,0,0,0,-49.960665,176.000000,1.000000,545.000000
2026-04-07 09:34:51.990,-6,598,21952,0,0,0,0,0,-55.647297,53.000000,1.000000,545.000000
2026-04-07 09:34:52.029,-6,598,21952,0,0,0,0,0,-61.280423,53.000000,1.000000,545.000000
2026-04-07 09:34:52.068,-6,727,21952,0,0,0,0,0,-67.024440,182.000000,1.000000,545.000000
2026-04-07 09:34:52.132,-134,641,21952,0,0,0,0,0,-76.414999,72.000000,1.000000,569.000000
2026-04-07 09:34:52.172,-314,641,21952,0,0,0,0,0,-75.650546,72.000000,1.000000,569.000000
2026-04-07 09:34:52.207,-314,499,21952,0,0,0,0,0,-76.005089,-70.000000,1.000000,569.000000
2026-04-07 09:34:52.238,-330,499,21952,0,0,0,0,0,-76.005089,-70.000000,1.000000,569.000000
2026-04-07 09:34:52.269,-330,658,21952,0,0,0,0,0,-76.003693,89.000000,1.000000,569.000000
2026-04-07 09:34:52.311,-302,658,21952,0,0,0,0,0,-76.002607,89.000000,1.000000,569.000000
2026-04-07 09:34:52.349,-302,692,21952,0,0,0,0,0,-76.001832,123.000000,1.000000,569.000000
2026-04-07 09:34:52.388,-266,692,21952,0,0,0,0,0,-76.001366,123.000000,1.000000,569.000000
2026-04-07 09:34:52.427,-266,597,21952,0,0,0,0,0,-76.000901,28.000000,1.000000,569.000000
2026-04-07 09:34:52.466,-269,597,21952,0,0,0,0,0,-76.000591,28.000000,1.000000,569.000000
2026-04-07 09:34:52.511,-287,686,21952,0,0,0,0,0,-76.000436,117.000000,1.000000,569.000000
2026-04-07 09:34:52.552,-287,695,21952,0,0,0,0,0,-76.000281,126.000000,1.000000,569.000000
2026-04-07 09:34:52.585,-290,695,21952,0,0,0,0,0,-76.000126,126.000000,1.000000,569.000000
2026-04-07 09:34:52.613,-290,695,21952,0,0,0,0,0,-76.000126,126.000000,1.000000,569.000000
2026-04-07 09:34:52.648,-290,613,21952,0,0,0,0,0,-76.000126,44.000000,1.000000,569.000000
2026-04-07 09:34:52.690,-261,724,21952,0,0,0,0,0,-75.999971,155.000000,1.000000,569.000000
2026-04-07 09:34:52.728,-304,724,21952,0,0,0,0,0,-75.999971,155.000000,1.000000,569.000000
2026-04-07 09:34:52.768,-304,655,21952,0,0,0,0,0,-75.999971,86.000000,1.000000,569.000000
2026-04-07 09:34:52.807,-308,655,21952,0,0,0,0,0,-75.999971,86.000000,1.000000,569.000000
2026-04-07 09:34:52.846,-308,703,21952,0,0,0,0,0,-75.999971,134.000000,1.000000,569.000000
2026-04-07 09:34:52.901,-284,711,21952,0,0,0,0,0,-75.999971,116.365000,1.000000,594.635000
2026-04-07 09:34:52.938,-284,711,21952,0,0,0,0,0,-75.999971,116.365000,1.000000,594.635000
2026-04-07 09:34:52.966,-363,711,21952,0,0,0,0,0,-75.999971,116.365000,1.000000,594.635000
2026-04-07 09:34:52.992,-363,593,21952,0,0,0,0,0,-75.999971,-1.635000,1.000000,594.635000
2026-04-07 09:34:53.030,-297,593,21952,0,0,0,0,0,-75.999971,-1.635000,1.000000,594.635000
2026-04-07 09:34:53.073,-297,709,21952,0,0,0,0,0,-75.999971,114.365000,1.000000,594.635000
